,,,Sharing out HC, Full-time ,13.2933121349378,15.973038865468,13.9754058269017,12.9770003062101,15.7217107623714,14.1816095861307,12.8983022697167,12.3490920232018,10.2655112185946,9.85258416160159,14.4370076919519,14.8868632849032,,,,,,Sharing out HC,Full-time,3.6975943126293,2.13066736418841,4.16309076284124,4.38703606404878,3.56161992191156,4.60789931929713,5.02379910978465,4.79874923381688,2.94139674146988,4.57790415395251,3.72299082285426,3.88880073212096
,,,,Non Full-time,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Non Full-time,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regional POKKT Brand Allocation%,,,,,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,,,Regional POKKT App Allocation%,,,,,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00
Local brand GP/ TT: brand GP,,,,,,,,,,,,,,,,,,,Local App GP/ TT: App GP,,,,,,,,,,,,,,,,
,Hong Kong,,,,342.64,238.68,159.696,51.356,78.2,274.16,82.28,189.04,484.64,207.32,0,0,,,,Hong Kong,,,,,,,,,,,,,,,
,Singapore,,,,736.72,1609.76144,694.4,0,0,77.84,77.84,123.2,0,0,0,0,,,,Singapore,,,,,,,,,,,,,,,
,Indonesia,,,,2037.84,1269.0252,4048.536,2459.756,2570.96,2090.08,1976.48,2049.52,1814.4,1765.52,2145.28,4560.4,,,,Indonesia,,,,,,,,,,,,,,,
,Taiwan,,,,33.16,0,68.564,92.124,281.56,233.24,404.12,43.32,21.04,0,0,0,,,,Taiwan,,,,,,,,,,,,,,,
,Philippines,,,,2183.2,3524.444816,6624.224,4533.544,3037.28,4401.76,7546.68,5355.28,3530.08,2366.76,4643.8,5888,,,,Philippines,,,,,,,,,,,,,,,
,Malaysia,,,,0,266.68,594.256,361.836,107.24,71.12,106.68,0,0,732.2,198.72,0,,,,Malaysia,,,,,,,,,,,,,,,
,Cambodia,,,,,,,,,,,,,,,,,,,Cambodia,,,,,,,,,,,,,,,
Hosting Allocation,,,,,,,,,,,,,,,,,,,Hosting Allocation,,,,,,,,,,,,,,,,
,Thailand,,,,4474.58681764415,9672.22584561435,3219.10942874665,5876.38078660162,7975.87908043673,3233.38760504558,3134.51393645765,4392.54788831132,4865.54985591831,1356.88714357946,762.132685130948,5219.11281399423,,,,Thailand,,,,,,,,,,,,,,,
,Vietnam,,,,55.0583924827308,1.65975637912371,3146.48493671047,0,6555.31351089976,4924.48033070694,2999.42096824503,1348.4469571223,1391.91535611984,3183.28305842252,1282.02211463166,4641.29337776782,,,,Vietnam,,,,,,,,,,,,,,,
,Hong Kong,,,,1319.65353410989,1245.55957252665,429.862464951703,232.18699713465,336.117970731964,1118.16899027546,0,697.059084805084,1832.34456552465,1478.51097868247,0,0,,,,Hong Kong,,,,,,,,,,,,,,,
,Singapore,,,,3059.4550394273,10156.8776774712,1961.45107413336,0,0,43.7028639415314,237.900502392053,465.528961266234,0,0,0,0,,,,Singapore,,,,,,,,,,,,,,,
,Indonesia,,,,8270.77558505466,7052.96697595668,10421.6816286872,12048.7267888679,12377.3810534981,7029.29350168145,5915.07834496615,7295.93211075395,6520.47302453311,10276.1948720559,9658.93453605506,11783.6874523492,,,,Indonesia,,,,,,,,,,,,,,,
,Taiwan,,,,162.771834919184,0,145.128345381274,379.431596465913,1070.26445603466,891.330315531328,1113.02917973418,150.062555317259,77.254994598952,0,0,0,,,,Taiwan,,,,,,,,,,,,,,,
,Philippines,,,,9263.79302090391,21739.2930896819,17010.8731059301,18706.5395444993,14899.9543033652,17572.7134820138,20120.818100373,17907.5237134355,13134.6745351605,17229.816818672,22685.9960197616,20982.5647301658,,,,Philippines,,,,,,,,,,,,,,,
,Malaysia,,,,0,1531.78589622527,1225.48803698928,1686.92078642101,423.468119857217,-84.9084213721181,316.903108252079,0,0,2885.33863555843,550.200147172167,0,,,,Malaysia,,,,,,,,,,,,,,,
,Cambodia,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Cambodia,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tech Cost,,,,,,,,,,,,,,,,,,,Tech Cost,,,,,,,,,,,,,,,,
,Thailand,,,,1088.83212105438,1289.51862459483,522.206133201883,485.508963388629,640.206754830581,273.291854096472,339.218806990485,383.221840996968,364.769642620101,82.7800051892116,49.3808666603355,318.100880582623,,,,Thailand,,,,,,,,,,,,,,,
,Vietnam,,,,13.3977389895363,0.221281719154705,510.424938433138,0,526.180994895474,416.226114660798,324.598972324291,117.643413010992,104.351713998302,194.203467356763,83.0660649167018,282.883233823095,,,,Vietnam,,,,,,,,,,,,,,,
,Hong Kong,,,,321.120410701585,166.060252567797,69.7325830636513,19.1833838522154,26.9794706153906,94.5096950544086,0,60.8139677824574,137.370634792758,90.1999455642086,0,0,,,,Hong Kong,,,,,,,,,,,,,,,
,Singapore,,,,744.478329644752,1354.13328244081,318.187934756434,0,0,3.69384626119966,25.7457220608404,40.6144383874747,0,0,0,0,,,,Singapore,,,,,,,,,,,,,,,
,Indonesia,,,,2012.58495813055,940.314299864322,1690.61232158758,995.470692905705,993.505904195284,594.128786497815,640.133003109964,636.523631924911,488.839018262213,626.922783415942,625.831390926231,718.206616467833,,,,Indonesia,,,,,,,,,,,,,,,
,Taiwan,,,,39.6083950285896,0,23.5428194465107,31.3487923548251,85.9078387847065,75.3368739843722,120.452624601092,13.0920026771746,5.79179694073013,0,0,0,,,,Taiwan,,,,,,,,,,,,,,,
,Philippines,,,,2254.2227506204,2898.32183120306,2759.51546962301,1545.54188243655,1195.98746363631,1485.27799188428,2177.48590372979,1562.31744756182,984.704848989282,1051.14440239761,1469.89384704879,1278.8710563318,,,,Philippines,,,,,,,,,,,,,,,
,Malaysia,,,,0,204.22046316979,198.799507517987,139.374079399583,33.9908802595778,-7.17661559318792,34.2954271354534,0,0,176.026686047064,35.6491207293354,0,,,,Malaysia,,,,,,,,,,,,,,,
,Cambodia,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,Cambodia,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salary Allocation,,,,,,,,,,,,,,,,,,,Salary Allocation,,,,,,,,,,,,,,,,
,Thailand,,,,5955.35533069731,7190.23835274712,3018.35150132048,4885.81570477181,6900.20180147343,3281.75858730226,2827.1969179167,4358.61422072897,4676.83978524788,1020.1185440865,806.811898362955,2408.63726174638,,,,Thailand,,,,2322.15985825593,874.396668000164,-4735.59319927113,2554.48554044393,2337.81212237525,2929.21707772676,3845.19015214277,2961.05575014879,4018.94764946992,2522.81184170171,1511.79317944612,984.080304434705
,Vietnam,,,,73.2787862956895,1.23384670332147,2950.25619439722,0,5671.22265031341,4998.1498005621,2705.34886392637,1338.02982520732,1337.92999927448,2393.21751579632,1357.17928941932,2141.97174324591,,,,Vietnam,,,,0,0,0,0,0,0,0,0,0,0,0,0
,Hong Kong,,,,1756.36456042049,925.936837286867,403.054336973398,193.047884104245,290.786984577166,1134.89662673457,0,691.674107368191,1761.27718718258,1111.55631043176,0,0,,,,Hong Kong,,,,205.587423515428,186.204484808386,1113.33782523761,103.487033480047,-1015.23760894107,187.600835839797,50.7484697386814,99.0420792211137,264.826295774272,16.8914840594476,294.135624192224,28.1522274276694
,Singapore,,,,4071.91604959738,7550.52379735617,1839.12629421925,0,0,44.3566520778448,214.576033403683,461.932619137876,0,0,0,0,,,,Singapore,,,,0,0,0,0,0,0,0,0,0,0,0,0
