(千円),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,PMとGROVEには韓国案件が含まれている,Unnamed: 7,Unnamed: 8
前月比_人件費,1.002,1.015,1.1099272924769614,1.0082659812733301,0.9793544377317924,1.1101925334359688,,
前月比_販管費(人件費以外),1.396,0.812,1.0237756009600743,0.8757691652694213,1.0352007788936433,0.8673814237337832,,
,,,,,,,,
PG Web,11月,12月,1月,2月,3月,4月,差額,
売上高,439207,447883,381095.8981938356,375021.4777081336,495844.83457805205,389434.31982398377,-106410.51475406828,
原価,319510,320730,289636.0029227689,280704.20892420324,363401.16751197545,271100.69713713526,-92300.4703748402,
粗利,119697,127153,91459.89527106669,94317.26878393034,132443.6670660766,118333.62268684851,-14110.044379228086,
人件費,19317,20182,23739.5361,23982.002599999996,23520.172099999854,24405.380100000002,885.2080000001479,0.03763611916768897
その他販管費,16549,22503,20872.513269011706,18707.48156553957,23844.389364120452,25703.746806951858,1859.357442831406,
管理部門コスト,18963,32004,12292.915635359432,14902.166626537077,13899.950279830688,14422.907203752504,522.9569239218163,
エンジニアコスト,5323,5248,6420.2686755439345,5790.642784677293,6584.883891956445,7079.137880688544,494.25398873209906,
営業利益,59545,47216,28134.66159115162,30934.9752071764,64594.27143016916,46722.4506954556,-17871.82073471356,
粗利率,0.273,0.284,0.23999181230900507,0.25149831247087734,0.26710708235729,0.30386028314179614,,
営業利益率,0.136,0.105,0.07382567412688755,0.08248854277954724,0.13027113912588562,0.11997517506051643,,
1人当たり粗利益,3292,3349,2208.0769759563395,2240.087262315681,3170.49071742878,2954.7087376811514,,
1人当たり営業利益,1638,1244,679.2430529427667,734.722758781306,1546.284110860908,1166.6272880115444,,
"人数(正社員=1, Intern&Part Time=0.3)",36,38,41.4206099999999,42.1042833333333,41.77387,40.0491666666666,,
前月比_売上,1.05,1.02,0.8508827041746071,0.9840606510999171,1.3221771659807473,0.7853955363987604,,
前月比_粗利,1.055,1.062,0.719290109325511,1.0312418192082446,1.4042356057774457,0.8934638047118664,,
前月比_人件費,1.039,1.045,1.1762727232187098,1.0102136157580601,0.9807426215523743,1.037636119167689,,
前月比_販管費(人件費以外),0.88,1.36,0.9275435839226639,0.8962735500239714,1.2745910923704136,1.077978824051131,,
,,,,,,,,
PG App,11月,12月,1月,2月,3月,4月,差額,
売上高,121100,112596,110162.061,99767.674,118109.416,94643.509,-23465.906999999992,
原価,25497,29259,27432.204,27601.269,39656.807,35993.452,-3663.355000000003,
粗利,95603,83337,82729.857,72166.405,78452.609,58650.05700000001,-19802.55199999999,
人件費,8806,8357,7936.678900000001,7956.047399999986,7758.4989,10319.966900000001,2561.4680000000017,0.3301499469182114
その他販管費,84482,59574,63155.916730988305,54882.02643446044,52335.52663587955,40373.29719304815,-11962.229442831398,
管理部門コスト,8878,13145,4020.100138146087,4886.810530093426,4591.009634821714,6381.179842294133,1790.170207472419,
エンジニアコスト,3696,3050,3628.683075539679,4092.3311166605504,3301.341359885063,3370.5524766133817,69.21111672831876,
営業利益,-10258,-788,3988.478155325938,349.1895187855989,10466.232469413677,-1794.93941195566,-12261.171881369337,
粗利率,0.789,0.74,0.750983199197771,0.7233445674998897,0.664236702347254,0.6196944472969615,,
営業利益率,-0.085,-0.007,0.03620555134063748,0.0035000266597936215,0.08861471696222491,-0.018965266936115607,,
1人当たり粗利益,5617,5345,6107.504745696175,5226.761769128896,5686.011355216428,3309.9907444509035,,
1人当たり営業利益,-603,-51,294.448100662844,25.290582605148266,758.5613458364533,-101.29969422575977,,
"人数(正社員=1, Intern&Part Time=0.3)",17,16,13.5456066666666,13.8070966666666,13.7974766666666,17.7191,,
前月比_売上,1.254,0.93,0.9783834328040073,0.9056445848448678,1.183844538662894,0.8013206076643373,,
前月比_粗利,1.295,0.872,0.9927146045573996,0.8723139095961449,1.0871070687253992,0.7475858068659006,,
前月比_人件費,0.929,0.949,0.9497043077659448,1.0024403784308302,0.9751700197261285,1.3301499469182114,,
前月比_販管費(人件費以外),1.577,0.705,1.0601255032562578,0.868992634027143,0.9536004778974061,0.7714319466763429,,
,,,,,,,,
CG,11月,12月,1月,2月,3月,4月,差額,
売上高,255755,340623,264694.2667441124,253960.58056111066,186855.35301314,103589.10406207167,-83266.24895106834,
原価,179816,243924,202530.0545270478,196753.58408667927,131375.2515681178,71639.72443180073,-59735.52713631706,
粗利,75940,96699,62164.21221706463,57206.99647443139,55480.101445022214,31949.379630270938,-23530.721814751276,
人件費,3932,4463,4345.989,4305.872,4483.656,4464.374000000001,-19.281999999999243,-0.004300508335162029
その他販管費,12760,8204,7172.8369999999995,11004.462,7537.526000000001,6165.723999999999,-1371.8020000000015,
管理部門コスト,3288,6192,2193.3222177039765,2628.6021834349945,2527.302809716933,2747.229051450172,219.92624173323884,
エンジニアコスト,884,852,1077.2438807951182,973.24498435049,977.4608338097884,926.609420793781,-50.851413016007314,
営業利益,55076,76988,47374.820118565534,38294.815306645905,39954.15580149549,17645.44315802699,-22308.712643468505,
粗利率,0.297,0.284,0.2348528851105059,0.22525935461336544,0.2969147019358913,0.3084241332092856,,
営業利益率,0.215,0.226,0.17897939649884498,0.1507903912569258,0.21382398286810572,0.17034072567568165,,
1人当たり粗利益,12046,13164,8411.55728885454,7702.778649543732,7304.466509629414,4188.194911531148,,
1人当たり営業利益,8737,10481,6410.376634148061,5156.300870717659,5260.332720583451,2313.113935274681,,
"人数(正社員=1, Intern&Part Time=0.3)",6,7,7.39033333333333,7.4268,7.59536666666666,7.62843666666666,,
前月比_売上,1.032,1.332,0.7770886485766153,0.9594487394266898,0.7357651829283676,0.5543812494083972,,
前月比_粗利,1.393,1.273,0.6428630308179467,0.9202561157644262,0.9698132197836848,0.5758709663126886,,
前月比_人件費,1.067,1.135,0.9737819852117409,0.9907691897057265,1.041288733153238,0.995699491664838,,
前月比_販管費(人件費以外),1.816,0.643,0.8743097269624572,1.5341854276069566,0.6849517950082431,0.8180036791912888,,
,,,0.2160190405339156,0.1948801830281185,0.19932764418797652,,,
D2C Creator,11月,12月,1月,2月,3月,4月,差額,
売上高,112326,197458,98583.37,110438.987,144182.289,122264.266,-21918.022999999986,
原価,51128,165139,53634.349,42937.923,38257.549,67569.835,29312.286000000007,
粗利,61198,32318,44949.02099999999,67501.06399999998,105924.73999999999,54694.431,-51230.308999999994,
人件費,17574,17584,18412.126,17937.853,18985.847,18885.393199999853,-100.45380000014848,-0.0052909833309068835
その他販管費,35028,56081,23844.018000000007,29435.612000000005,35786.32400000001,27419.485999999997,-8366.83800000001,-0.23379987282292555
ロイヤリティ,16135,41622,21295.885,21522.37,28739.516,21876.924,-6862.592000000001,
管理部門コスト,15912,23995,8010.1619217667685,10114.627699342554,9566.352615765123,10236.81586972013,670.4632539550075,
エンジニアコスト,4504,3417,5032.114642269847,5554.401888904974,6072.696525957109,6329.684899353817,256.9883733967081,0.04231865898423181
営業利益,-27954,-110381,-31645.28456403663,-17063.800588247555,6774.003858277749,-30053.872969073796,-36827.876827351545,
粗利率,0.545,0.164,0.45594932492163737,0.6112068376722796,0.7346584711247024,0.4473460054142066,,
営業利益率,-0.249,-0.559,-0.32100023121583926,-0.15450884738962298,0.046982218865159985,-0.24581076672945304,,
1人当たり粗利益,2006,1135,682.1832530566877,627.687809828189,660.3772869565217,664.385989023871,,
1人当たり営業利益,-916,-3878,-1172.4818289750513,-597.1026531760557,235.617525505313,-1057.2918395236818,,
"人数(正社員=1, Intern&Part Time=0.3)",31,28,26.99,28.5776666666666,28.75,28.4253333333333,,
前月比_売上,0.922,1.758,0.4992624760708606,1.1202598064967753,1.3055379528245763,0.8479839434370473,,
前月比_粗利,0.969,0.528,1.3908354786806112,1.501724898524486,1.5692306716824496,0.5163518078968143,,
前月比_人件費,0.97,1.001,1.0470954276615105,0.9742412690419346,1.0584236028693068,0.9947090166690932,,
前月比_販管費(人件費以外),0.713,1.601,0.4251710561509247,1.2345072042807548,1.2157492767604086,0.7662001271770744,,
,,,,,,,,
Global E-Commerce,11月,12月,1月,2月,3月,4月,差額,
売上高,87540,107157,38150.909,38825.544,47317.71,34887.141,-12430.568999999996,
原価,32339,54898,1319.459,10251.765,11210.991,8896.743,-2314.2479999999996,
粗利,55201,52259,36831.45,28573.779000000002,36106.719,25990.398,-10116.320999999996,
人件費,12244,11367,11502.403557303602,12194.538508950896,12237.93795,10808.70112,-1429.2368299999998,-0.11678738982329943
その他販管費,32413,60841,10944.501999999997,11067.329000000002,14379.641,11679.580999999996,-2700.060000000003,
管理部門コスト,11736,17633,5597.511439393484,7289.894327856207,7048.781687065619,7223.968120080886,175.18643301526754,
エンジニアコスト,6152,6571,6340.993623545792,4942.3888178960915,4820.124837264813,4630.942561872316,-189.1822753924971,
営業利益,-7345,-44153,2446.0393797571232,-6920.3716547031945,-2379.766474330434,-8352.794801953198,-5973.028327622764,
粗利率,0.631,0.488,0.9654147428046864,0.7359530879979428,0.763069873837935,0.7449850361770831,,
営業利益率,-0.084,-0.412,0.06411483877768479,-0.17824274798836545,-0.05029335684948477,-0.23942331078242257,,
1人当たり粗利益,2453,2498,1952.8201047896268,1387.2974373012132,1704.4430782484385,1295.6760610189792,,
1人当たり営業利益,-326,-2111,129.69011206175318,-335.9938446273311,-112.33855103312486,-416.40440702349093,,
"人数(正社員=1, Intern&Part Time=0.3)",23,21,18.8606466666666,20.5967215333333,21.1838808,20.0593333333333,,
前月比_売上,1.539,1.224,0.3560281549502132,1.0176833270211203,1.2187262591864778,0.7372956341293778,,
前月比_粗利,1.468,0.947,0.7047867352991829,0.775798373400993,1.2636312123783136,0.719821648707544,,
前月比_人件費,1.05,0.928,1.011911987094537,1.0601730714975492,1.0035589244330358,0.8832126101767006,,
前月比_販管費(人件費以外),1.825,1.877,0.17988695123354312,1.0112227125546693,1.2992873890348788,0.8122303609665914,,
,,,,,,,,
DX / AI,11月,12月,1月,2月,3月,4月,差額,
売上高,26615,31756,35290.86,31833.284,22914.702,40572.907,17658.204999999998,
原価,2135,2653,1270.494,1558.226,2179.453,3601.763,1422.31,
粗利,24480,29103,34020.366,30275.058,20735.249,36971.144,16235.895,
人件費,9683,9248,11414.181,11583.182000000003,13502.006,11887.482,-1614.5239999999994,-0.11957660217304003
その他販管費,14765,5304,26141.518,20650.814,12057.992,13977.939999999999,1919.9479999999985,0.15922617961597574
管理部門コスト,8340,12837,5289.606434204337,6269.7737726133155,6353.332541407811,6208.513103205403,-144.81943820240758,
エンジニアコスト,2808,2498,3311.992255656707,2784.263907329234,2838.1097499207594,2245.901749693691,-592.2080002270686,-0.20866282575703887
営業利益,-11117,-785,-12136.931689861049,-11012.975679942541,-14016.191291328567,2651.3071471009025,16667.49843842947,
粗利率,0.92,0.916,0.963999347139741,0.9510504162875562,0.9048884423633351,0.9112273862949973,,
営業利益率,-0.418,-0.025,-0.34391147424180224,-0.345957887346544,-0.6116680588439931,0.065346738578552,,
1人当たり粗利益,1531,1911,1908.7718963573927,1709.055823969378,1085.9659376877241,2144.5422788135834,,
1人当たり営業利益,-695,-52,-680.9636944416238,-621.6929534879478,-734.0691360155907,153.79129926513798,,
"人数(正社員=1, Intern&Part Time=0.3)",16,15,17.8231699999999,17.7144933333333,19.09383,17.2396433333333,,
前月比_売上,1.25,1.193,1.1113131376747702,0.9020263036944977,0.7198346862359536,1.770605919291466,,
前月比_粗利,1.211,1.189,1.1689642304917018,0.8899098263669474,0.6848954343869464,1.7830094058672747,,
前月比_人件費,1.292,0.955,1.2342323745674741,1.0148062309507797,1.165656034757979,0.88042339782696,,
前月比_販管費(人件費以外),2.123,0.359,4.928642156862745,0.7899623120585422,0.5838991140978753,1.1592261796159757,,
(千円）,0,0,,,0,0,,
GROVE,11月,12月,1月,2月,3月,4月,差額,
売上高,233760,375401,205133.449491976,286150.167342935,311608.800058536,250661.111759251,-60947.688299284986,
原価,134797,199195,96412.69390559,141536.832928695,171886.96803702498,117826.61639575902,-54060.35164126597,
粗利,98963,176206,108720.755586386,144613.33441424,139721.832021511,132834.495363492,-6887.3366580190195,
人件費,34528,42525,46092.234,54635.751,45518.952,41135.88,-4383.072,-0.09629114484006575
その他販管費,61331,64400,40201.1179999999,67522.821,59374.761,66093.945,6719.184000000008,
管理部門コスト,0,0,14828.7957330806,17425.7832416126,19588.2509480506,20019.9669578908,431.71600984019824,
エンジニアコスト,0,0,0,0,0,0,0,
営業利益 ,3104,69281,7598.6078533055115,5028.9791726274125,15239.868073460428,5584.703405601176,-9655.164667859251,
粗利率,0.423,0.469,0.5300001333553294,0.5053756765444383,0.4483885949153687,0.529936592202917,,
営業利益率,0.013,0.185,0.03704226625215864,0.01757461552206769,0.04890705291569944,0.022279895618451732,,
1人当たり粗利益,1497,2698,1598.2935715936458,2157.058902328898,1973.7737524613965,1875.9276809159944,,
1人当たり営業利益,47,1061,111.70641722913084,75.0124761169631,215.2852647232654,78.86881852191246,,
"人数(正社員=1, Intern&Part Time=0.3)",66,65,68.02302,67.0419033333333,70.7891833333333,70.81003,,
前月比_売上,1.08,1.606,0.5464382073888349,1.3949464022157343,1.088969483932156,0.8044096049667535,,
前月比_粗利,0.971,1.781,0.6170093843931875,1.3301354799667016,0.9661753017967386,0.9507067967949442,,
前月比_人件費,0.984,1.232,1.0838855731922399,1.1853569735847476,0.833134919294877,0.9037088551599343,,
前月比_その他販管費,1.46,1.05,0.6242409627329177,1.679625452207577,0.8793287975927427,1.1131656597320874,,
(千円）,0,0,,,0,0,,
ENGAWA,11月,12月,1月,2月,3月,4月,差額,
売上高,70082,154999,41178.8524595045,43426.1656084394,99818.2896208807,67496.5872955117,-32321.702325369013,
原価,27314,49074,18982.4205733158,20068.7378436346,46120.9738201028,18804.2647408744,-27316.7090792284,
粗利,42768,105924,22196.4318861887,23357.4277648048,53697.3158007778,48692.3225546372,-5004.993246140599,
人件費,28663,35069,33747.758,31282.387,28572.884,33851.743,5278.859000000004,0.1847506538016955
その他販管費,24906,24868,21530.0219999999,14942.1009999999,13307.364,12812.508,-494.85599999999977,
管理部門コスト,0,0,9040.63105895102,11879.2407464097,13231.4809744484,13746.019577088,514.5386026396009,
エンジニアコスト,0,0,0,0,0,0,0,
営業利益 ,-10801,45987,-42121.9791727622,-34746.3009816049,-1414.41317367057,-11717.9480224507,-10303.534848780131,
粗利率,0.61,0.683,0.539025022807927,0.537865303960098,0.537950670210092,0.721404214726499,,
営業利益率,-0.154,0.297,-1.02290318104869,-0.800123623506199,-0.0141698798791549,-0.173608007337431,,
1人当たり粗利益,745,1878,389.777179949929,390.777283470958,883.113399524649,793.238520305284,,
1人当たり営業利益,-188,815,-739.676824637964,-581.316797593414,-23.2616324951307,-190.895140397402,,
人数(Intern &Part-time),57,56,56.9464633333333,59.7717133333333,60.8045533333333,61.3842133333333,,
前月比_売上,0.831,2.212,0.265671729878932,1.05457444816231,2.2985747929235,0.676194588705838,,
前月比_粗利,0.82,2.477,0.209550544599795,1.05230551849815,2.29893960676994,0.906792487268643,,
前月比_人件費,0.985,1.224,0.962324503122415,0.926947117494442,0.913385669706087,1.18475065380169,,
前月比_その他販管費,1.111,0.998,0.865772156988901,0.694012342393333,0.890595238246616,0.962813371603872,,
,0,0,0,,0,0,,
LYFT,11月,12月,1月,2月,3月,4月,差額,
売上高,121943,182159,112709.983778902,95530.763293321,121856.652086306,132982.204974649,11125.552888343009,
原価,44373,86605,45805.3798877697,47381.2115449473,62283.5809560949,56943.1095687243,-5340.471387370599,
粗利,77569,95554,66904.6038911323,48149.5517483736,59573.0711302116,76039.0954059254,16466.024275713797,
人件費,15939,16642,16024.997,14846.833,15410.437,15843.865,433.4279999999999,
その他販管費,48262,47911,59432.182,50020.035,54799.9599999999,57182.958,2382.9980000001015,
管理部門コスト,0,0,0,0,-2.79396772384643e-12,0,2.79396772384643e-12,
エンジニアコスト,0,0,0,0,0,0,0,
営業利益 ,13368,31001,-8552.57510886766,-16717.3162516263,-10637.3258697883,3012.27240592541,13649.59827571371,
粗利率,0.636108673724609,0.52456370533435,0.593599623103273,0.504021428160618,0.488878285348084,0.571799026948159,,
営業利益率,0.10962498872424,0.170186485433055,-0.0758812557869305,-0.174994061340187,-0.0872937643342962,0.0226516954392479,,
