(千円),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,PMとGROVEには韓国案件が含まれている,Unnamed: 7,Unnamed: 8
1人当たり粗利益,2216.25714285714,2654.27777777777,2024.32912452526,1394.32905067577,1645.88606692772,2177.87536258042,,
1人当たり営業利益,381.942857142857,861.138888888888,-258.774820799221,-484.105019726672,-293.888263712087,86.2760639539985,,
"人数(正社員=1, Intern&Part Time=0.3)",35,36,33.0502599999999,34.5324166666666,36.1951366666666,34.9143466666666,,
前月比_売上,0.963,1.49380448242211,0.618745073144352,0.847580312678593,1.27557498637536,1.09130033279154,,
前月比_粗利,1.144,1.2318580876381,0.700175857537437,0.719674715161948,1.23725079397491,1.27640046019657,,
前月比_人件費,0.975,1.0441056528013,0.962924948924408,0.926479611821456,1.03796122715194,1.02812561382912,,
前月比_その他販管費,0.919,0.992727197380962,1.24047049738055,0.841632148050697,1.09556020902424,1.04348539670466,,
,,,,,,,,
AnyReach,11月,12月,1月,2月,3月,4月,差額,
売上高,0,0,0,20480,21189,17236.1141452457,-3952.8858547542986,
原価,0,0,0,2362,3550,1211.98979926221,-2338.01020073779,
粗利,0,0,0,18117,17639,16024.1243459835,-1614.8756540164995,
人件費,0,0,0,4912,4212,4818.219,606.219,
その他販管費,0,0,0,11711,17722,15944.5659999999,-1777.4340000000993,
管理部門コスト,0,0,0,0,0,0,0,
エンジニアコスト,0,0,0,0,0,0,0,
営業利益 ,0,0,0,1524,-4192,-4738.66065401645,-546.6606540164503,
粗利率,0,0,0,0.885,0.833,0.929683118303291,,
営業利益率,0,0,0,0.074,-0.198,-0.274926274802115,,
1人当たり粗利益,0,0,0,2013,1960,1780.45826066483,,
1人当たり営業利益,0,0,0,169,-466,-526.517850446273,,
"人数(正社員=1, Intern&Part Time=0.3)",0,0,0,9,9,9,,
前月比_売上,0,0,0,1.262,1.035,0.81344632333974,,
前月比_粗利,0,0,0,1.44,0.974,0.908448571119878,,
前月比_人件費,0,0,0,1.166,0.858,1.14392663817663,,
前月比_その他販管費,0,0,0,0.883,1.513,0.89970466087349,,
