Unnamed: 0,Rough calculation only ,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
為替レート,JPY,JP,SG,TH,HK,CB,TW,MY,PH,VN,ID,IN,KR,Arche,DDI,Total,,
144.6579274,Jun,35949061.42758258,6906522.04735866,8292211.90655746,3880068.45215593,67819.976102942,1778573.55712082,1171698.83377524,1701295.84572446,2475097.137814,1380056.87950583,1897470.80080942,142994.3612349,0,4353037.67184515,69995908.8975874,,391811107.8343942
149.5114713,Jul,32268340.633269627,6854329.47991308,8324393.54589677,4114778.46226823,60707.637806652,1847598.47239274,1153108.71751596,1729592.05832507,2447425.03921592,1335372.17171894,1929669.80433345,152663.173115004,0,4311412.95909257,66529392.15486402,,
147.0540659,Aug,31312402.540695563,6654775.87499464,8422396.62846648,3935256.50646419,67359.585426154,1838005.24103355,1188032.15191819,1878443.63861539,2559427.48914775,1313641.32338799,1887043.36038922,146696.724519863,0,4529553.45568916,65733034.52074814,,396787280.02683645
147.8142,Sep,,6694484.42401199,8834250.17392199,3899983.065912,73481.395104,1940328.91870199,1224399.709854,1974092.638266,2608792.03164599,1276040.078766,1887495.68919599,155318.726934,0,4872801.529224,35441468.38153795,,
154.1304653,Oct,,6850390.18244462,8870755.44116681,4150251.00217261,69363.333298959,1945232.82210705,1207023.41724805,2106003.22785218,2529979.1465808,1278316.46397256,1945033.99380682,139190.599298471,0,4630093.04935387,35721632.679302804,,
156.1650852,Nov,,6656305.6323239,8883146.34968585,4090357.1174027,70667.8243547039,1854232.3857256,1158646.54818032,2188264.81801585,2579167.88938338,1223367.60609061,1816862.08083724,110104.193320259,0,4688592.76413601,35319715.20945642,,
156.2998206,Dec,,4636901.45079222,6114311.43802987,2794443.85455404,52899.67428207,1345141.26405489,843728.313573684,1415230.79260655,1933917.99926047,900965.307877404,1267886.95172693,79072.0792415399,0,3230976.74950419,24615475.875503857,,
0,Total,263536841.28295344,84684535.90209217,88154655.62190966,46545960.858101875,780216.4623231221,21936036.115713652,13443569.660791766,20083517.96884131,27613177.12142578,14645496.9900275,20073857.014037367,1305604.8248974592,0,52368356.83269228,655171826.6558075,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,割合,0.4022408024290729,0.12925546010479008,0.1345519633710096,0.07104389866042676,0.0011908577728465214,0.033481348286420874,0.02051915102853515,0.03065381805465229,0.04214646600781306,0.022353673332967457,0.03063907237357919,0.0019927670448860045,0,0.07993072153299997,1,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
0,"**Due to the exchange rate, the total JPY amount does not exactly match the actual recharge numbers.**",,,,,,,,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,プロダクト別按分,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,,,,,
,AnyX,5909917.086391213,5606329.411932558,6032658.946736622,6619468.689757859,7000883.4460971,7388079.537738273,6438594.642299315,6213808.276254776,,,,,,,,,
,AnyFactory,0,0,0,0,0,0,0,0,,,,,,,,,
,AnyShop,1487674.310875706,1435084.274455754,1459380.827976003,1313047.2837253748,1352031.6735365079,1508735.964133021,1400736.6628188365,1348368.7008919802,,,,,,,,,
,AnyManager,6416079.070127119,6722372.567269701,6844514.325391421,6705220.738980992,6926970.391341219,7741947.072886857,6873538.255123162,6541272.636009259,,,,,,,,,
,AnyChat,2993138.5431779567,2731281.5746653834,2766165.1482309233,3294403.16707927,2945650.695402124,2856558.1785684666,2539137.074738396,2495030.5627651406,,,,,,,,,
,AnyTag,5597213.393177956,5368139.477104405,5456752.611645555,5294184.431007735,5458170.301243639,6094424.032198614,6104335.44588971,5885674.887180018,,,,,,,,,
,AnyDigital,80528.6246751412,67278.69635456569,67660.54364398132,75229.91918409956,37963.840280480144,41953.39836452172,32193.101666499144,34030.14470458271,,,,,,,,,
,AnyLogi,2366699.4672033903,2054165.0295827484,2072284.2913579901,1198440.947938556,842682.8174389475,0,0,0,,,,,,,,,
,AnyCreator,588795.8540254226,553417.1427222325,561726.6260538948,432143.324062148,446363.21226827696,498840.8845339212,571939.087819675,554176.3440357338,,,,,,,,,
,IT Strategy,1716196.5994774012,1495318.8916861538,1508974.2370696333,2985580.239807345,3281571.466487152,2788751.0172806038,2645998.4265252245,2444086.3897444084,,,,,,,,,
,Designer,3283883.6902542263,2897313.5247833035,2926678.797124317,3149181.0877181077,3203919.246097101,3554539.1213834975,2959020.048707893,3001872.7335570124,,,,,,,,,
,Data Science,0,0,0,0,0,0,0,0,,,,,,,,,
,Managing Director,0,0,0,0,0,0,0,0,,,,,,,,,
,POKKT,489445.6183757059,424288.7451874625,427988.9670003943,465377.9471400099,472247.2857316307,523267.5055964366,321931.0166649914,340301.4470458271,,,,,,,,,
,AnyAI,2134008.553891231,1782885.4533959818,1793004.406565505,1128448.7877614934,987059.8472924838,1090788.3574775662,837020.6433289774,884783.7623191505,,,,,,,,,
,AnyLive,0,0,0,677069.272656896,1594481.2917801538,1861176.3574207951,1543896.2276869456,1568996.6561876715,,,,,,,,,
,Total,33063580.81165247,31137874.789140243,31917789.72879624,33337795.836819887,34549995.51499682,35949061.42758258,32268340.63326962,31312402.54069556,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,部署別按分,Jan,,Feb,,Mar,,Apr,,May,,Jun,,Jul,,Aug,,
,,人件費,ITコスト,人件費,ITコスト,人件費,ITコスト,人件費,ITコスト,人件費,ITコスト,人件費,ITコスト,人件費,ITコスト,人件費,ITコスト,
0.1254,D2C Creator,4509011.426469848,523103.2157999996,5072459.307908474,481942.5809965007,5578794.204957108,493902.3210000005,5812043.856753816,517641.042600001,6101756.926126859,423447.9712319998,6402305.343002062,462373.329601914,3367713.8020753977,436882.0632000005,3950763.8117346233,505896.3408018704,
0.0629,PG App,3366297.1722396794,262385.9032999998,3850591.17770776,241739.9389527902,3053602.4763850626,247738.88350000023,3110906.3715133816,259646.10510000045,3400035.7994411844,212399.3412319999,3567587.703073017,231924.10232823275,3088368.261711664,219137.81320000024,2936105.114479925,253755.02261911996,
0.1925,PG Web,5617259.353043934,803009.3224999993,5050818.647182665,739824.1374946282,5826700.504456444,758183.3875000008,6284513.473188543,794624.4075000015,6581471.193516449,650029.7803999997,7481263.964388438,709783.6200029381,6617923.341374927,670652.2900000007,6275065.44949839,776595.2600028712,
0.3745,BM,8645514.45008827,1562218.1364999986,8595382.170812324,1439294.231125913,8628841.228561297,1475011.3175000013,10199357.119376287,1545905.6655000027,10496434.479048261,1264603.3909599993,11333988.854170678,1380851.7698238979,11237506.564849285,1304723.5460000015,11075531.574523317,1510830.7785510402,
0.1275,BC,7025159.377758915,531863.3174999995,5261542.588209662,490013.3897691693,5475886.408705779,502173.4125000005,5242255.952300382,526309.6725000009,5271613.6632688,430539.2051999998,4392518.284870903,470116.42363830964,5470849.597758052,444198.2700000005,4573401.946027165,514368.28909281077,
0.0828,DXAI,2966593.9600567073,345398.29559999966,2466043.447149726,318220.4601795076,2511992.427920759,326117.3220000003,1904110.0564936902,341791.6932000006,1825771.0844628327,279597.22502399987,2045671.330485151,305299.1362921728,1711660.6321851574,288467.5824000003,1750171.1636883665,334036.8183285077,
0.0344,CG,933745.0719951183,143498.80879999988,841037.4501696317,132207.53418085823,841972.4778097882,135488.35600000012,784609.0071937807,142000.41360000026,872912.3691324319,116161.16595199994,725725.9475923243,126839.25469143414,774318.4333151379,119846.43520000012,751363.4807437698,138778.5815277858,
,GROVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,ENGAWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,LYFT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Total,33063580.811652467,4171476.9999999963,31137874.789140243,3843242.2726993673,31917789.728796236,3938615.0000000037,33337795.83681988,4127919.0000000075,34549995.51499682,3376778.079999998,35949061.42758258,3687187.636378899,32268340.63326962,3483908.0000000037,31312402.540695556,4034261.090924006,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,37235057.81165247,,34981117.06183961,,35856404.72879624,,37465714.836819895,,37926773.59499682,,39636249.063961476,,35752248.63326962,,35346663.631619565,,
