,ALL,,BI Dashboard,実績,差額,,,,,,ALL,,BI Dashboard,実績,差額,,,,,,ALL,,BI Dashboard,実績,差額,,,,,,ALL,,BI Dashboard,実績,差額,,,,,,ALL,,BI Dashboard,実績,差額,,,,,,ALL,,BI Dashboard,実績,差額,,,,,,ALL,,BI Dashboard,実績,差額,,,,,,ALL,,BI Dashboard,実績,差額,,,,,,ALL,,BI Dashboard,実績,差額,,,,,,ALL,,BI Dashboard,実績,差額,,
,Brand Marketing,"¥751,231,250","¥480,864,732","¥294,500,000",236186952,0.802,,,,,Brand Marketing,"¥688,268,750","¥386,324,909","¥269,300,000","¥188,061,522",0.6983,,,,,Brand Marketing,"¥615,375,000","¥355,341,804","¥240,750,000","¥175,144,281",0.7275,-0.0245,,,,Brand Marketing,"¥641,125,000","¥459,485,371","¥251,450,000","¥253,199,620",1.007,0.4063,,,,Brand Marketing,"¥611,875,000","¥391,347,494","¥239,950,000","¥192,926,942",0.804,0.0806,,,,Brand Commerce,"¥145,727,077","¥125,437,398","¥83,597,238","¥78,396,625",0.9378,2.4637,,,,Brand Commerce,"¥27,846,962","¥35,286,365","¥20,483,325","¥20,492,217",1.0004,-0.0869,,,,Brand Commerce,"¥24,320,377","¥47,806,890","¥16,956,741","¥27,907,503",1.6458,0.7384,,,,Brand Commerce,"¥25,513,560","¥40,908,556","¥17,331,742","¥26,069,251",1.5041,0.6205,,,,Brand Commerce,"¥32,301,617","¥50,803,442","¥22,373,890","¥33,102,105",1.4795,1.4621
,Brand Commerce,"¥178,077,696","¥338,614,582","¥100,972,828",194821459,1.9294,,,,,Brand Commerce,"¥211,691,129","¥211,333,324","¥111,750,225","¥115,463,987",1.0332,,,,,Brand Commerce,"¥159,293,377","¥197,430,082","¥89,472,416","¥122,716,735",1.3716,4.7324,,,,Brand Commerce,"¥164,448,921","¥220,523,797","¥92,356,991","¥126,230,123",1.3668,3.5719,,,,Brand Commerce,"¥121,552,200","¥101,925,028","¥70,952,514","¥63,269,272",0.8917,2.3163,,,,Publisher Growth,"¥556,813,581","¥506,247,409","¥215,927,323","¥192,259,350",0.8904,0.4948,,,,Publisher Growth,"¥579,239,266","¥499,622,146","¥218,524,154","¥186,937,576",0.8555,0.3034,,,,Publisher Growth,"¥528,151,434","¥453,675,344","¥202,355,121","¥167,758,599",0.829,0.061,,,,Performance Marketing,"¥45,000,000","¥22,922,511","¥15,000,000","¥15,005,115",1.0003,4.7904,,,,Performance Marketing,"¥42,000,000","¥35,339,315","¥14,000,000","¥15,472,748",1.1052,1.4262
,Publisher Growth,"¥770,534,619","¥691,335,276","¥290,808,413",233168286,0.8018,,,,,Publisher Growth,"¥677,472,549","¥551,867,391","¥259,071,634","¥219,504,032",0.8473,,,,,Publisher Growth,"¥588,892,608","¥539,124,914","¥230,930,610","¥183,291,887",0.7937,-0.0577,,,,Publisher Growth,"¥617,089,508","¥526,311,328","¥233,803,502","¥197,794,257",0.846,0.2016,,,,Performance Marketing,¥0,"¥101,410",¥0,"¥31,203",-,-0.9922,,,,Creator Growth,"¥64,191,494","¥59,939,111","¥23,562,431","¥14,469,614",0.6141,-0.6222,,,,Creator Growth,"¥60,033,296","¥71,963,084","¥21,023,514","¥40,747,562",1.9382,-0.2692,,,,Creator Growth,"¥59,516,436","¥57,387,723","¥19,838,886","¥21,456,290",1.0815,-0.5747,,,,Publisher Growth,"¥519,475,661","¥471,643,388","¥197,708,945","¥184,150,404",0.9314,0.0859,,,,Publisher Growth,"¥620,479,490","¥571,701,968","¥227,170,737","¥217,321,278",0.9566,0.0665
,Creator Growth,"¥77,856,011","¥125,990,248","¥31,520,625",116325654,3.6905,,,,,Creator Growth,"¥75,954,939","¥13,267,093","¥30,263,910","¥2,949,545",0.0975,,,,,Creator Growth,"¥71,889,161","¥12,376,294","¥28,198,830","¥2,732,313",0.0969,-0.9415,,,,Creator Growth,"¥70,301,661","¥154,153,230","¥27,144,116","¥113,688,414",4.1883,1.0762,,,,Publisher Growth,"¥564,802,078","¥508,278,907","¥219,744,702","¥190,693,419",0.8678,0.5833,,,,D2C for Creator,"¥116,700,000","¥79,589,036","¥68,365,000","¥40,171,627",0.5876,-0.2552,,,,D2C for Creator,"¥180,200,000","¥162,739,740","¥103,035,000","¥87,365,505",0.8479,0.0741,,,,D2C for Creator,"¥151,600,000","¥91,171,331","¥91,848,000","¥51,467,167",0.5604,-0.0982,,,,Creator Growth,"¥177,316,461","¥58,653,516","¥58,829,143","¥18,958,970",0.3223,-0.7359,,,,Creator Growth,"¥172,514,986","¥84,129,805","¥56,787,115","¥45,949,914",0.8092,-0.5499
,D2C for Creator,"¥242,000,000","¥192,090,899","¥91,911,000",83352503,0.9069,,,,,D2C for Creator,"¥176,500,000","¥131,656,063","¥108,480,000","¥72,408,824",0.6675,,,,,D2C for Creator,"¥153,500,000","¥117,271,883","¥92,920,000","¥47,935,191",0.5159,-0.2418,,,,D2C for Creator,"¥156,500,000","¥167,449,800","¥97,854,000","¥96,119,211",0.9823,0.0265,,,,Creator Growth,"¥66,342,568","¥52,262,924","¥25,098,866","¥11,577,653",0.4613,-0.7723,,,,,,,,,,,,,,Global EC,"¥85,244,719","¥72,956,226","¥47,773,715","¥40,771,645",0.8534,0.3227,,,,Global EC,"¥60,283,232","¥36,489,414","¥35,712,511","¥26,500,640",0.7421,-0.1472,,,,D2C for Creator,"¥119,900,000","¥104,682,404","¥73,908,000","¥54,926,569",0.7432,0.3024,,,,D2C for Creator,"¥187,700,000","¥144,308,136","¥89,721,000","¥80,585,317",0.8982,0.137
,DX / AI,"¥64,000,000","¥57,181,060","¥56,000,000",37890670,0.6766,,,,,DX / AI,"¥64,571,429","¥68,431,310","¥56,500,000","¥43,564,788",0.7711,,,,,DX / AI,"¥58,285,714","¥37,435,189","¥51,000,000","¥20,063,322",0.3934,-0.0014,,,,DX / AI,"¥58,857,143","¥132,144,467","¥51,500,000","¥57,867,338",1.1236,0.7835,,,,D2C for Enterprise,¥0,"¥690,520",¥0,"¥690,520",-,-,,,,DX / AI,"¥53,142,857","¥55,887,951","¥46,500,000","¥53,932,381",1.1598,1.2033,,,,DX / AI,"¥46,857,143","¥33,336,752","¥41,000,000","¥30,238,597",0.7375,-0.0771,,,,DX / AI,"¥47,428,571","¥51,292,031","¥41,500,000","¥41,546,529",1.0011,0.149,,,,Global EC,"¥52,380,984","¥34,469,101","¥31,586,556","¥25,721,941",0.8143,0.1093,,,,Global EC,"¥70,484,945","¥47,730,930","¥43,599,326","¥35,198,763",0.8073,0.2805
,ENGAWA,"¥148,105,556","¥146,269,572","¥108,880,000",96817948,0.8892,,,,,ENGAWA,"¥84,568,889","¥107,043,582","¥56,350,000","¥49,774,227",0.8833,,,,,ENGAWA,"¥105,352,222","¥85,839,324","¥72,420,000","¥43,936,643",0.6067,-0.1609,,,,ENGAWA,"¥85,812,667","¥99,092,935","¥57,144,000","¥62,027,226",1.0855,0.1705,,,,D2C for Creator,"¥188,000,000","¥98,335,429","¥113,870,000","¥54,011,197",0.4743,0.3032,,,,ENGAWA,"¥73,715,555","¥70,703,408","¥48,670,000","¥34,577,045",0.7104,0.1577,,,,ENGAWA,"¥120,264,444","¥163,279,059","¥91,610,000","¥112,049,082",1.2231,0.8653,,,,ENGAWA,"¥64,225,556","¥48,270,676","¥42,940,000","¥31,752,579",0.7395,0.0762,,,,DX / AI,"¥41,142,857","¥38,270,304","¥36,000,000","¥36,600,697",1.0167,-0.0782,,,,DX / AI,"¥42,585,714","¥25,891,848","¥37,300,000","¥24,056,474",0.6449,-0.2721
,Grove,"¥261,350,552","¥287,890,732","¥150,393,205",196217015,1.3047,,,,,Grove,"¥241,018,302","¥571,685,734","¥131,721,818","¥213,243,548",1.6189,,,,,Grove,"¥238,263,647","¥238,789,913","¥127,856,785","¥122,193,166",0.9557,0.1525,,,,Grove,"¥328,302,342","¥301,753,364","¥195,453,724","¥254,272,659",1.3009,0.7986,,,,DX / AI,"¥52,571,429","¥100,957,744","¥46,000,000","¥51,270,767",1.1146,1.0322,,,,Grove,"¥187,295,867","¥269,558,521","¥107,554,595","¥119,124,936",1.1076,0.3594,,,,Grove,"¥201,134,123","¥307,251,851","¥105,877,877","¥170,595,550",1.6112,1.2381,,,,Grove,"¥234,292,774","¥300,755,619","¥119,336,552","¥169,338,234",1.419,1.084,,,,ENGAWA,"¥74,373,333","¥68,830,757","¥53,420,000","¥49,770,586",0.9317,0.1775,,,,ENGAWA,"¥78,501,444","¥98,375,145","¥52,959,000","¥53,838,896",1.0166,-0.1525
,LYFT,"¥165,074,252","¥213,699,500","¥96,427,810",105057252,1.0895,,,,,LYFT,"¥167,206,327","¥170,934,526","¥96,626,714","¥93,772,789",0.9705,,,,,LYFT,"¥151,925,940","¥144,944,236","¥88,194,958","¥80,632,769",0.9143,0.078,,,,LYFT,"¥153,300,855","¥152,476,351","¥88,100,929","¥88,167,007",1.0008,0.1483,,,,ENGAWA,"¥81,220,555","¥75,286,406","¥51,115,000","¥35,503,312",0.6946,-0.0849,,,,LYFT,"¥165,334,953","¥189,298,271","¥93,770,128","¥110,083,926",1.174,0.5984,,,,LYFT,"¥144,072,418","¥162,547,903","¥81,352,697","¥91,466,977",1.1243,0.5503,,,,LYFT,"¥149,497,482","¥163,815,863","¥86,466,238","¥95,452,890",1.1039,0.4254,,,,Grove,"¥198,626,347","¥209,003,010","¥100,876,791","¥140,072,183",1.3885,0.9398,,,,Grove,"¥260,053,547","¥315,137,606","¥123,601,496","¥144,346,653",1.1678,0.4614
,AnyReach,"¥36,997,740","¥38,245,893","¥36,426,910",37241295,1.0224,,,,,AnyReach,"¥33,020,260","¥19,327,462","¥32,491,680","¥18,727,054",0.5764,,,,,AnyReach,"¥29,546,530","¥26,071,983","¥29,057,210","¥25,557,857",0.8796,-,,,,AnyReach,"¥26,499,460","¥27,898,033","¥26,046,280","¥27,308,801",1.0485,-,,,,Grove,"¥272,150,115","¥346,124,142","¥118,840,146","¥171,511,208",1.4432,0.6377,,,,AnyReach,"¥23,588,487","¥17,483,542","¥23,161,123",17483542,0.7904,-,,,,AnyReach,"¥21,275,048","¥18,647,953","¥20,879,340","¥18,647,953",0.8931,-,,,,AnyReach,"¥19,217,731","¥24,610,461","¥18,851,335","¥18,246,566",0.9679,-,,,,LYFT,"¥131,581,865","¥132,982,227","¥73,802,618","¥76,108,668",1.0312,0.4433,,,,LYFT,"¥133,524,443","¥109,939,555","¥73,746,099","¥54,970,217",0.7454,0.0345
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LYFT,"¥155,999,177","¥182,444,467","¥88,913,697","¥105,827,958",1.1902,0.5478,,,,Summary,"¥1,940,759,871","¥1,791,357,474","¥928,407,838","¥843,888,743",0.909,0.4291,,,,,"¥2,059,792,419","¥2,049,260,353","¥985,209,622","¥1,046,283,867",1.062,0.4086,,,,,"¥1,878,658,593","¥1,679,015,467","¥888,455,384","¥852,083,845",0.9591,0.248,,,,,"¥1,856,537,602","¥1,547,822,816","¥857,026,073","¥813,708,228",0.9495,0.2098,,,,,"¥2,233,646,186","¥1,970,230,387","¥968,787,413","¥935,712,768",0.9659,0.1033
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnyReach,"¥26,197,515","¥25,156,062","¥25,735,961","¥24,529,437",0.9531,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
