(千円),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
ALL,11月,12月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,差額,,,,,,,,3,Mar,,,,,,,,
人件費,38220,36126,45254.07849000001,42895.98651999993,50895.90079962554,51121.530450491286,64989.74726309505,51621.23941354078,51252.57919999985,62546.31819999985,0,0,0,-2358.091970000074,-0.05210783312096725,,,,,,,,,,,,,,,,
その他販管費,15596,27575,19149.950000000004,30349.658333333326,19322.16336363637,25387.284999999996,29026.994000000006,34008.787,30911.94099999999,32846.029999999984,0,0,0,11199.708333333321,0.5848426932359259,,,,,,,,,,,,,,,,
管理部門コスト,37965,58573,27840.067244841408,28796.197985731385,34300.80946278344,51685.952565052125,46135.11862972202,51629.54316005678,55655.04976656437,49119.386482186164,0,0,0,956.1307408899775,,,,,,,,,,,,,,,,,
エンジニアコスト,8054,7120,8920.317000553165,9135.426332839606,10653.69025377736,11761.03787000826,12714.840623994576,12542.230110849287,12586.362353074357,11739.522078006265,0,0,0,215.1093322864417,,,,,,,,,,,,,,,,,
営業利益,99867,99650,41565.07716714361,76740.08498950675,80022.66346772523,63746.14229444819,52997.7960192209,3520.9473861917213,38609.11331926758,97184.0409096987,0,0,0,35175.00782236314,,,,,,,,,,,,,,,,,
粗利率,0.452,0.51,0.3985666203570146,0.41142699263984345,0.545866093727496,0.49242233008953457,0.4297878480668111,0.391599985114322,0.4994453496349456,0.5816218370155326,0,0,0,,,,,,,,,,,,,,,,,,
営業利益率,0.226,0.222,0.11606888206984574,0.1680150432250088,0.22378446087219814,0.15409780909465637,0.11064466717988913,0.008992813984644753,0.10201908549478804,0.22303270665997263,0,0,0,,,,,,,,,,,,,,,,,,
1人当たり粗利益,2743,3296,1814.540096164566,2171.4022028583604,2049.387821560324,1984.1232841442616,1982.0694256098716,1475.6891694386377,1802.3506277520517,2487.192572180032,0,0,0,,,,,,,,,,,,,,,,,,
1人当たり営業利益,1372,1434,528.422676851556,886.738696047324,840.1715256468665,620.9081765336116,510.2643383485029,33.88814786609969,368.15672208905073,953.7559562831159,0,0,0,,,,,,,,,,,,,,,,,,
"人数(正社員=1, Intern&Part Time=0.3)",73,69,78.6587687999999,86.5419377,95.2456266666667,102.665973333333,103.8634136,103.89908,104.871406666666,101.89613,108.951556666666,112.392083333333,107.243953333333,,,,,,,,,,,,,,,,,,
前月比_売上,1.194,1.016,0,1.2754437741533882,0.7829048216489372,1.15684285378409,1.1578968669403038,0.8174037065865968,0.9665948491093705,1.1513781843185473,0,0,0,,,,,,,,,,,,,,,,,,
前月比_粗利,1.153,1.147,0,1.3165979524604832,1.0387291169493884,1.043580578009244,1.0106162379660786,0.7447750809416642,1.2327919323792411,1.3408207627770177,0,0,0,,,,,,,,,,,,,,,,,,
前月比_人件費,1.051,0.945,0,0.9478921668790328,1.1864956358072265,1.0044331595928333,1.271279374666501,0.7942982022158797,0.9928583618346012,1.2203545494935801,0,0,0,,,,,,,,,,,,,,,,,,
前月比_販管費(人件費以外),1.048,1.768,0,1.5848426932359259,0.636651759022099,1.3138945428739088,1.1433673982861898,1.1716262111054279,0.9089398278156758,1.0625676983532024,0,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,11月,12月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,差額,,,,,,,,,,,,,,,,,
売上高,19752,18873,31232.544,30096.963,19622.511,0,0,0,0,0,0,0,0,-1135.581000000002,,,,,,,,,,,,,,,,,
原価,10008,9291,16059.895,17485.947,6611.396,0,0,0,0,0,0,0,0,1426.0519999999997,,,,,,,,,,,,,,,,,
粗利,9744,9582,15172.649000000001,12611.016,13011.114999999998,0,0,0,0,0,0,0,0,-2561.6330000000016,,,,,,,,,,,,,,,,,
人件費,4159,3553,6973.813,6433.0815,6664.5677000000005,0,0,0,0,0,0,0,0,-540.7314999999999,-0.07753742464846704,,,,,,,,,,,,,,,,
その他販管費,-347,1882,-77.06800000000021,33.41699999999946,605.6210000000001,0,0,0,0,0,0,0,0,110.48499999999967,-1.4336040898946303,,,,,,,,,,,,,,,,
管理部門コスト,4535,5648,3999.4620392114284,4092.7352060490784,4429.599249409836,0,0,0,0,0,0,0,0,93.27316683765002,,,,,,,,,,,,,,,,,
エンジニアコスト,631,457,1114.359401385073,968.426213221692,1091.5725310989287,0,0,0,0,0,0,0,0,-145.93318816338092,,,,,,,,,,,,,,,,,
営業利益,766,-1958,3162.0825594034995,1083.3560807292288,219.7545194912309,0,0,0,0,0,0,0,0,-2078.7264786742708,,,,,,,,,,,,,,,,,
粗利率,0.493,0.508,0.485796129831755,0.41901290837882876,0.6630708475587044,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
営業利益率,0.039,-0.104,0.10124319553999506,0.035995528210910475,0.0111991028819518,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1人当たり粗利益,1121,1430,1342.7123008849558,1025.2858536585366,1057.8142276422761,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1人当たり営業利益,88,-292,279.8303149914601,88.0777301405877,17.86622109684804,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
"人数(正社員=1, Intern&Part Time=0.3)",9,7,11.3,12.3,12.3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
前月比_売上,1.126,0.956,0,0.9636410982083303,0.6519764469258907,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
前月比_粗利,1.181,0.983,0,0.8311677150113997,1.0317261511681532,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
前月比_人件費,0.958,0.854,0,0.922462575351533,1.0359837194663242,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
前月比_販管費(人件費以外),-0.236,-5.418,0,-0.43360408989463034,18.123140916300382,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC,11月,12月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,差額,,,,,,,,,,,,,,,,,
売上高,53815,62143,21186.34532429245,52209.0127253193,42450.72062986994,50756.10567083379,34264.247385919334,135975.53667664193,143970.3702556746,0,0,0,0,31022.667401026847,,,,,,,,,,,,,,,,,
原価,21535,16279,7827.807914762274,19609.97879206082,16600.199113425253,23929.770800793827,13131.597840964705,51442.22659470946,74581.59870894314,0,0,0,0,11782.170877298548,,,,,,,,,,,,,,,,,
粗利,32279,45864,13358.537409530178,32599.033933258477,25850.521516444685,26826.334870039966,21132.649544954627,84533.31008193248,69388.77154673147,0,0,0,0,19240.4965237283,,,,,,,,,,,,,,,,,
人件費,3465,4283,4119.41791,3688.16103,4794.03262,4769.4271100000005,3413.2048,12268.2119,13976.7925,0,0,0,0,-431.2568799999999,-0.10468879084909351,,,,,,,,,,,,,,,,
その他販管費,13733,19916,7222.8060000000005,14157.332000000002,11478.066,14003.881999999998,11552.720000000001,46235.839,37369.958,0,0,0,0,6934.526000000002,,,,,,,,,,,,,,,,,
管理部門コスト,2530,5648,2444.637429693847,2400.6359270595963,3071.9090729647073,4395.013763984897,3109.331950630728,12169.712843096166,13608.35898818872,0,0,0,0,-44.001502634250755,,,,,,,,,,,,,,,,,
エンジニアコスト,982,1123,809.1671600827394,1157.9349839409672,1137.6230629280667,1219.4322954978934,1047.1797159740959,5915.047867758052,5087.770235119976,0,0,0,0,348.76782385822776,,,,,,,,,,,,,,,,,
営業利益,11570,14893,-1237.491090246409,11194.969992257913,5368.8907605519125,2438.5797005571767,2010.2130783498033,7944.498471078259,-654.1081765772105,0,0,0,0,12432.461082504322,,,,,,,,,,,,,,,,,
粗利率,0.6,0.738,0.6305258035331446,0.6243947592873986,0.6089536557420718,0.5285341441286994,0.6167551064798508,0.6216802827037764,0.4819656393430474,0,0,0,0,,,,,,,,,,,,,,,,,,
営業利益率,0.215,0.24,-0.058409842344422216,0.21442600439806433,0.12647348928098426,0.04804505129633042,0.058667947838127246,0.058425939439171015,-0.004543352742759434,0,0,0,0,,,,,,,,,,,,,,,,,,
1人当たり粗利益,6656,6845,1934.0495197231464,4518.4238207910175,3030.541795597267,3072.8905922153454,3018.949934993518,3451.708599572258,2706.019510154544,0,0,0,0,,,,,,,,,,,,,,,,,,
1人当たり営業利益,2386,2223,-179.16400391597324,1551.6907399655151,629.4127503577859,279.33329903289535,287.1732969071148,324.3939420487744,-25.508874823896807,0,0,0,0,,,,,,,,,,,,,,,,,,
"人数(正社員=1, Intern&Part Time=0.3)",5,7,6.90702966666666,7.2146915,8.53,8.73,7,24.49028,25.6423766666666,24.9457566666666,25.40219,24.9988533333333,21.84204,,,,,,,,,,,,,,,,,,
前月比_売上,1.801,1.155,0,2.464276491588003,0.8130918095159272,1.1956476808339473,0.6750763663416508,3.96843786309225,1.0587961171136606,0,0,0,0,,,,,,,,,,,,,,,,,,
前月比_粗利,1.34,1.421,0,2.440314604351959,0.7929842819688971,1.0377483043417333,0.7877576138272945,4.000128327596036,0.8208453150536467,0,0,0,0,,,,,,,,,,,,,,,,,,
前月比_人件費,0.973,1.236,0,0.8953112091509065,1.299843629658437,0.9948674713022709,0.7156425124609986,3.594338054370485,1.1392689182357536,0,0,0,0,,,,,,,,,,,,,,,,,,
前月比_販管費(人件費以外),1.063,1.45,0,1.9600875338476489,0.8107506414344171,1.220055887463968,0.8249655345567752,4.00216044360116,0.8082465638830518,0,0,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG,11月,12月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,差額,,,,,,,,,,,,,,,,,
売上高,560307,560479,474789.1517081336,613954.250578052,484077.8288239838,463324.78433922573,505277.81548575603,554864.1912770902,561776.5499863471,0,0,0,0,139165.09886991847,,,,,,,,,,,,,,,,,
原価,345007,349989,308305.47792420327,403057.9745119754,307094.14913713525,293862.48875059036,334963.194976375,362323.7897772472,373498.47061849514,0,0,0,0,94752.49658777221,,,,,,,,,,,,,,,,,
粗利,215300,210490,166483.6737839303,210896.2760660766,176983.67968684854,169462.29558863537,170314.62050938106,192540.40149984305,188278.07936785195,0,0,0,0,44412.602282146254,,,,,,,,,,,,,,,,,
人件費,28123,28539,31938.04999999998,31278.670999999853,34725.347,34487.830999999984,35594.302,35484.04099999985,31633.811999999994,0,0,0,0,-659.3790000001281,,,,,,,,,,,,,,,,,
その他販管費,101031,82077,73589.508,76179.916,66077.04400000001,72108.421,65419.69899999999,71239.705,72268.206,0,0,0,0,2590.407999999996,,,,,,,,,,,,,,,,,
管理部門コスト,27841,45149,19788.977156630503,18490.9599146524,20804.087046046636,29464.2830301153,27532.45777297724,29853.426901049774,30733.78654910882,0,0,0,0,-1298.017241978101,,,,,,,,,,,,,,,,,
エンジニアコスト,9019,8298,9882.973901337844,9886.225251841508,10449.690357301926,10843.936114589633,11990.559389792626,10596.081706286592,10241.520846600306,0,0,0,0,3.2513505036645256,,,,,,,,,,,,,,,,,
営業利益,49287,46428,31284.16472596198,75060.50389958284,44927.511283499975,22557.82444393047,29777.60234661121,45367.14689250683,43400.75397214285,0,0,0,0,43776.339173620836,,,,,,,,,,,,,,,,,
粗利率,0.419,0.407,0.3506475941688587,0.3435048716863071,0.3656099683739117,0.36575271022964023,0.3370712413836073,0.34700455449591533,0.3351476300896285,0,0,0,0,,,,,,,,,,,,,,,,,,
営業利益率,0.096,0.09,0.06589064769785062,0.12225748714812489,0.09281051229436936,0.04868685036156977,0.05893312833848462,0.08176261435809833,0.07725625780071742,0,0,0,0,,,,,,,,,,,,,,,,,,
1人当たり粗利益,4033,3930,2977.6348532969605,3795.054262965678,3063.683400924534,2895.49756038303,2747.742296310601,3204.8983680560236,3251.106308378771,0,0,0,0,,,,,,,,,,,,,,,,,,
1人当たり営業利益,923,867,559.531256891925,1350.7051457618613,777.719566050681,385.4316113095876,480.4119411814951,755.1510950769031,749.4258784717622,0,0,0,0,,,,,,,,,,,,,,,,,,
"人数(正社員=1, Intern&Part Time=0.3)",53,54,55.9113799999999,55.5713466666666,57.768266666666605,58.5261399999999,61.983476666666604,60.076913333333295,57.912003333333196,58.9298499999999,58.196753333333305,60.8817499999999,58.8555066666666,,,,,,,,,,,,,,,,,,
前月比_売上,1.036,1.007,0,1.2931092641212392,0.7884591211286727,0.9571287027642323,1.090547781091318,1.098136855154948,1.0124577487931725,0,0,0,0,,,,,,,,,,,,,,,,,,
前月比_粗利,1.109,0.965,0,1.2667685141294207,0.8391977468174792,0.9575023860306139,1.0050295844145454,1.1304983736803604,0.9778627129745828,0,0,0,0,,,,,,,,,,,,,,,,,,
前月比_人件費,1.002,1.015,0,0.9793544377317924,1.1101925334359688,0.9931601547422977,1.0320829396316638,0.9969022850904578,0.8914940663043458,0,0,0,0,,,,,,,,,,,,,,,,,,
前月比_販管費(人件費以外),1.396,0.812,0,1.0352007788936433,0.8673814237337832,1.0912779482084578,0.9072407645703404,1.0889641207306688,1.0144371878013814,0,0,0,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG Web,11月,12月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,差額,,,,,,,,,,,,,,,,,
売上高,439207,447883,375021.4777081336,495844.83457805205,389434.31982398377,367822.09133922576,402793.63548575604,456178.2132770903,481425.5499863471,0,0,0,0,120823.35686991847,,,,,,,,,,,,,,,,,
原価,319510,320730,280704.20892420324,363401.16751197545,271100.69713713526,258031.25475059033,289380.371976375,327032.5617772472,357826.02261849516,0,0,0,0,82696.95858777221,,,,,,,,,,,,,,,,,
粗利,119697,127153,94317.26878393034,132443.6670660766,118333.62268684851,109790.83658863543,113413.26350938104,129145.65149984311,123599.52736785193,0,0,0,0,38126.398282146256,,,,,,,,,,,,,,,,,
人件費,19317,20182,23982.002599999996,23520.172099999854,24405.380100000002,24413.271099999998,25962.503,26923.586499999852,23478.527499999997,0,0,0,0,-461.8305000001419,-0.019257378447625637,,,,,,,,,,,,,,,,
その他販管費,16549,22503,18707.48156553957,23844.389364120452,25703.746806951858,27886.578168887892,23818.574607797247,24904.267080782272,22612.76970530655,0,0,0,0,5136.9077985808835,0.2745910923704135,,,,,,,,,,,,,,,,
管理部門コスト,18963,32004,14902.166626537077,13899.950279830688,14422.907203752504,20638.504691443755,19672.05179544015,21478.010567034817,22903.35822545899,0,0,0,0,-1002.2163467063892,,,,,,,,,,,,,,,,,
エンジニアコスト,5323,5248,5790.642784677293,6584.883891956445,7079.137880688544,7231.500973916449,8191.047584391376,7288.575631374928,7051.6607095012605,0,0,0,0,794.241107279152,,,,,,,,,,,,,,,,,
営業利益,59545,47216,30934.9752071764,64594.27143016916,46722.4506954556,29620.98165438733,35769.086521752266,48551.211720651234,47553.21122758514,0,0,0,0,33659.29622299276,,,,,,,,,,,,,,,,,
粗利率,0.273,0.284,0.25149831247087734,0.26710708235729,0.30386028314179614,0.29848896837297434,0.2815666721560988,0.28310350591293554,0.2567365345926429,0,0,0,0,,,,,,,,,,,,,,,,,,
営業利益率,0.136,0.105,0.08248854277954724,0.13027113912588562,0.11997517506051643,0.08053073034993223,0.08880251168471397,0.10643036056428327,0.09877583611616317,0,0,0,0,,,,,,,,,,,,,,,,,,
1人当たり粗利益,3292,3349,2240.087262315681,3170.49071742878,2954.7087376811514,2678.143611589498,2560.844676802999,2987.943052951028,2863.947986733074,0,0,0,0,,,,,,,,,,,,,,,,,,
1人当たり営業利益,1638,1244,734.722758781306,1546.284110860908,1166.6272880115444,722.5488506289296,807.6575171100558,1123.2918343615358,1101.8644363631918,0,0,0,0,,,,,,,,,,,,,,,,,,
