(千円),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,GROVEには韓国案件が含まれている,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34
ALL,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,差額分,,"累計
（1月 - 7月）",,,,,,,,7,July,,,,,,,,
エンジニアコスト,8054,7120,9142.282185408225,8920.317000553165,9135.426332839606,10653.69025377736,11761.03787000826,12714.840623994576,12542.230110849287,12586.362353074357,11739.522078006265,0,0,0,-172.6105131452896,,74869.82437743049,,,,,,,,,,,,,,,,,
営業利益,99867,99650,42554.88576746106,41565.07716714361,76740.08498950675,80022.66346772523,68475.77829444819,55184.5950192209,5918.702386191697,38609.11331926758,97184.0409096987,0,0,0,-49265.8926330292,,370461.7870916977,,,,,,,,,,,,,,,,,
粗利率,0.452,0.51,0.5355807079825092,0.3985666203570146,0.41142699263984345,0.545866093727496,0.4953148429851318,0.43075395630614016,0.39342504695629094,0.4994453496349456,0.5816218370155326,0,0,0,,,0.45300378592851415,,,,,,,,,,,,,,,,,
営業利益率,0.226,0.222,0.16118512276944127,0.11606888206984574,0.1680150432250088,0.22378446087219814,0.16272519113470243,0.1142553934616793,0.014953495096949316,0.10201908549478804,0.22303270665997263,0,0,0,,,0.13539974033675167,,,,,,,,,,,,,,,,,
1人当たり粗利益,2743,3296,2040.9500149479206,1814.540096164566,2171.4022028583604,2049.387821560324,2030.191478371028,2003.1239906795488,1498.7669002520383,1802.3506277520517,2487.192572180032,0,0,0,,,,,,,,,,,,,,,,,,,,
1人当たり営業利益,1372,1434,614.2319426793412,528.422676851556,886.738696047324,840.1715256468665,666.976370760378,531.3189034181802,56.96587867950031,368.15672208905073,953.7559562831159,0,0,0,,,,,,,,,,,,,,,,,,,,
"人数(正社員=1, Intern&Part Time=0.3)",73,69,69.28146,78.6587687999999,86.5419377,95.2456266666667,102.665973333333,103.8634136,103.89908,104.871406666666,101.89613,108.951556666666,112.392083333333,107.243953333333,,,,,,,,,,,,,,,,,,,,
前月比_売上,1.194,1.016,0.5880967082762317,1.3564016672372288,1.2754437741533882,0.7829048216489372,1.1767903847737975,1.1477808187586755,0.8194880792226141,0.9561468790078665,1.1513781843185473,0,0,0,,,,,,,,,,,,,,,,,,,,
前月比_粗利,1.153,1.147,0.617345922515723,1.0094023557977323,1.3165979524604832,1.0387291169493884,1.06781086306421,0.9981754749623795,0.7484716769940479,1.2138096340914981,1.3408207627770177,0,0,0,,,,,,,,,,,,,,,,,,,,
前月比_人件費,1.051,0.945,1.034235514587827,1.2112070813058828,0.9478921668790328,1.1864956358072265,1.0044331595928333,1.271279374666501,0.7942982022158797,0.9928583618346012,1.2203545494935801,0,0,0,,,,,,,,,,,,,,,,,,,,
前月比_販管費(人件費以外),1.048,1.768,1.1524390208522215,0.6026069948033428,1.5848426932359259,0.636651759022099,1.3138945428739088,1.1433673982861898,1.1716262111054279,0.9089398278156758,1.0625676983532024,0,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,➡5月からBMと合併する形,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,差額分,,"累計
（1月 - 7月）",,,,,,,,,,,,,,,,,
売上高,19752,18873,28430.065,36613.544,35796.963,22922.511,0,0,0,0,0,0,0,0,,,123763.083,,,,,,,,,,,,,,,,,
原価,10008,9291,17477.715,17217.895,19244.947000000004,7917.396000000001,0,0,0,0,0,0,0,0,,,61857.953,,,,,,,,,,,,,,,,,
粗利,9744,9582,10952.349999999999,19395.649,16552.016,15005.114999999998,0,0,0,0,0,0,0,0,,,61905.13,,0.0,,,,,,,,,,,,,,,
人件費,4159,3553,6652.954899999983,6973.813,6433.0815,6664.5677000000005,0,0,0,0,0,0,0,0,0,,26724.417099999984,,,,,,,,,,,,,,,,,
その他販管費,-347,1882,319.5540000000001,-77.06800000000021,33.41699999999946,605.6210000000001,0,0,0,0,0,0,0,0,0,,881.5239999999994,,,,,,,,,,,,,,,,,
管理部門コスト,4535,5648,3353.643190661894,3999.4620392114284,4092.7352060490784,4429.599249409836,0,0,0,0,0,0,0,0,0,,15875.439685332236,,,,,,,,,,,,,,,,,
エンジニアコスト,631,457,1065.4504011800434,1114.359401385073,968.426213221692,1091.5725310989287,0,0,0,0,0,0,0,0,0,,4239.808546885737,,,,,,,,,,,,,,,,,
営業利益,766,-1958,-439.25249184192216,7385.0825594034995,5024.356080729229,2213.754519491231,0,0,0,0,0,0,0,0,,,14183.940667782037,,,,,,,,,,,,,,,,,
粗利率,0.493,0.508,0.3852383031836191,0.5297397323788159,0.46238604096107255,0.6546017144456817,0,0,0,0,0,0,0,0,,,0.5001905939915863,,,,,,,,,,,,,,,,,
営業利益率,0.039,-0.104,-0.015450280955809359,0.20170357066236197,0.14035704874542648,0.09657556798603918,0,0,0,0,0,0,0,0,,,0.11460558612443451,,,,,,,,,,,,,,,,,
1人当たり粗利益,1121,1430,969.2345132743361,1716.4291150442477,1345.692357723577,1219.9280487804876,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1人当たり営業利益,88,-292,-38.87190193291347,653.5471291507521,408.48423420562835,179.98004223505941,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
"人数(正社員=1, Intern&Part Time=0.3)",9,7,11.3,11.3,12.3,12.3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
前月比_売上,1.126,0.956,1.5063882265670534,1.287845947591045,0.9776972969347082,0.6403479256047502,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
前月比_粗利,1.181,0.983,1.143012940930912,1.7709120873602473,0.8533880975057859,0.906543045874291,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
前月比_人件費,0.958,0.854,1.872489417393747,1.0482279084741755,0.922462575351533,1.0359837194663242,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
前月比_販管費(人件費以外),-0.236,-5.418,0.16979489904357073,-0.2411736357548339,-0.43360408989463034,18.123140916300382,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,差額分,,"累計
（1月 - 7月）",,,,,,,,,,,,,,,,,
売上高,53815,62143,39375.23031895602,21186.34532429245,52209.0127253193,42450.72062986994,50756.10567083379,34264.247385919334,135975.53667664193,143970.3702556746,0,0,0,0,101711.2892907226,,376217.1987318328,,,,,,,,,,,,,,,,,
原価,21535,16279,17209.415679180056,7827.807914762274,19609.97879206082,16600.199113425253,23929.770800793827,13131.597840964705,51442.22659470946,74581.59870894314,0,0,0,0,38310.62875374475,,149750.9967358964,,,,,,,,,,,,,,,,,
粗利,32279,45864,22165.814639775963,13358.537409530178,32599.033933258477,25850.521516444685,26826.334870039966,21132.649544954627,84533.31008193248,69388.77154673147,0,0,0,0,63400.66053697785,,226466.2019959364,,22750.159536977844,0.3682259537804629,,,,,,,,,,,,,,
人件費,3465,4283,4814.479899999999,4119.41791,3688.16103,4794.03262,4769.4271100000005,3413.2048,12268.2119,13976.7925,0,0,0,0,8855.0071,,37866.935269999994,,8855.0071,2.594338054370485,,,,,,,,,,,,,,
その他販管費,13733,19916,11734.358,7222.8060000000005,14157.332000000002,11478.066,14003.881999999998,11552.720000000001,46235.839,37369.958,0,0,0,0,34683.119,,116385.003,,,,,,,,,,,,,,,,,
管理部門コスト,2530,5648,2248.301191250004,2444.637429693847,2400.6359270595963,3071.9090729647073,4395.013763984897,3109.331950630728,12169.712843096166,13608.35898818872,0,0,0,0,9060.380892465437,,29839.54217867994,,,,,,,,,,,,,,,,,
エンジニアコスト,982,1123,1216.0290717131227,809.1671600827394,1157.9349839409672,1137.6230629280667,1219.4322954978934,1047.1797159740959,5915.047867758052,5087.770235119976,0,0,0,0,4867.868151783956,,12502.414157894937,,,,,,,,,,,,,,,,,
営業利益,11570,14893,2152.646476812839,-1237.491090246409,11194.969992257913,5368.8907605519125,2438.5797005571767,2010.2130783498033,7944.498471078259,-654.1081765772105,0,0,0,0,5934.285392728456,,29872.307389361522,,,,,,,,,,,,,,,,,
粗利率,0.6,0.738,0.5629380313517786,0.6305258035331446,0.6243947592873986,0.6089536557420718,0.5285341441286994,0.6167551064798508,0.6216802827037764,0.4819656393430474,0,0,0,0,,,0.6019560050931144,,,,,,,,,,,,,,,,,
営業利益率,0.215,0.24,0.05467006692724061,-0.058409842344422216,0.21442600439806433,0.12647348928098426,0.04804505129633042,0.058667947838127246,0.058425939439171015,-0.004543352742759434,0,0,0,0,,,0.07940175911695752,,,,,,,,,,,,,,,,,
1人当たり粗利益,6656,6845,2925.9548294115048,1934.0495197231464,4518.4238207910175,3030.541795597267,3072.8905922153454,3018.949934993518,3451.708599572258,2706.019510154544,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1人当たり営業利益,2386,2223,284.1558705243169,-179.16400391597324,1551.6907399655151,629.4127503577859,279.33329903289535,287.1732969071148,324.3939420487744,-25.508874823896807,0,0,0,0,,,,,,,,,,,,,,,,,,,,
"人数(正社員=1, Intern&Part Time=0.3)",5,7,7.57558333333333,6.90702966666666,7.2146915,8.53,8.73,7,24.49028,25.6423766666666,24.9457566666666,25.40219,24.9988533333333,21.84204,,,,,,,,,,,,,,,,,,,,
前月比_売上,1.801,1.155,0.633622939332765,0.5380627656695363,2.464276491588003,0.8130918095159272,1.1956476808339473,0.6750763663416508,3.96843786309225,1.0587961171136606,0,0,0,0,,,,,,,,,,,,,,,,,,,,
前月比_粗利,1.34,1.421,0.48329440606523555,0.6026639501694036,2.440314604351959,0.7929842819688971,1.0377483043417333,0.7877576138272945,4.000128327596036,0.8208453150536467,0,0,0,0,,,,,,,,,,,,,,,,,,,,
前月比_人件費,0.973,1.236,1.1240905673593273,0.8556309291061742,0.8953112091509065,1.299843629658437,0.9948674713022709,0.7156425124609986,3.594338054370485,1.1392689182357536,0,0,0,0,,,,,,,,,,,,,,,,,,,,
前月比_販管費(人件費以外),1.063,1.45,0.5891925085358506,0.6155263031859093,1.9600875338476489,0.8107506414344171,1.220055887463968,0.8249655345567752,4.00216044360116,0.8082465638830518,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,➡7月からBCと合併する形,,,,,,,,,,,,,,,,,,,,,,,,,
Global E-Commerce,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,差額分,,"累計
（1月 - 7月）",,,,,,,,,,,,,,,,,
売上高,87540,107157,38150.909,38825.544,47317.71,34887.141,36040.795,73936.735,0,0,0,0,0,0,,,269158.834,,,,,,,,,,,,,,,,,
原価,32339,54898,1319.459,10251.765,11210.991,8896.743,10499.158,33286.234,0,0,0,0,0,0,,,75464.34999999999,,,,,,,,,,,,,,,,,
粗利,55201,52259,36831.45,28573.779000000002,36106.719,25990.398,25541.637,40650.501000000004,0,0,0,0,0,0,,,193694.484,,,,,,,,,,,,,,,,,
人件費,12244,11367,11502.403557303602,12194.538508950896,12237.93795,10808.70112,9289.04249,9776.32992,0,0,0,0,0,0,0,,65808.95354625449,,,,,,,,,,,,,,,,,
