Unnamed: 0,Account (Line): Number,Account (Line): Name,Type,Subsidiary: Name,Date,Document Number,Transaction Number,Name,JE Name,Split,Memo,Description,Department: Name,Class: Name,Consolidation Classification,Nature,Amount
2,41201,Intercompany Research and Development_E,Journal,AnyMind Japan Inc,2025-02-28,JEAHS0010769,JOURNAL213566,,INTVEN0090 AnyMind Group Pte. Ltd.,- Split -,[AHS vs AJP] 2025.02 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=2105901051#gid=2105901051),[AHS vs AJP] 2025.02 ATH engineer cost recharge (PG),Engineering - PG,Intercompany,Cost centre recharge,,66789
2,41201,Intercompany Research and Development_E,Journal,AnyMind Japan Inc,2025-02-28,JEAHS0010769,JOURNAL213566,,INTVEN0090 AnyMind Group Pte. Ltd.,- Split -,[AHS vs AJP] 2025.02 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=2105901051#gid=2105901051),[AHS vs AJP] 2025.02 ATH engineer cost recharge (IM),Engineering - IM,Intercompany,Cost centre recharge,,968893
2,41201,Intercompany Research and Development_E,Journal,AnyMind Japan Inc,2025-02-28,JEAHS0010769,JOURNAL213566,,INTVEN0090 AnyMind Group Pte. Ltd.,- Split -,[AHS vs AJP] 2025.02 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=2105901051#gid=2105901051),[AHS vs AJP] 2025.02 ATH engineer cost recharge (D2C),Engineering - D2C,Intercompany,Cost centre recharge,,3697645
3,41201,Intercompany Research and Development_E,Journal,AnyUp Inc.,2025-03-31,JEAHS0010991,JOURNAL216588,,INTVEN0441 AnyMind Group Pte Ltd,- Split -,[AHS vs AnyUp] 2025.03 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=1795156232#gid=1795156232),[AHS vs AnyUp] 2025.03 ATH engineer cost recharge (Corporate),Engineering,Intercompany,Cost centre recharge,,4378
3,41201,Intercompany Research and Development_E,Journal,AnyMind Japan Inc,2025-03-31,JEAHS0010983,JOURNAL216580,,INTVEN0090 AnyMind Group Pte. Ltd.,- Split -,[AHS vs AJP] 2025.03 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=1795156232#gid=1795156232),[AHS vs AJP] 2025.03 ATH engineer cost recharge (IM),Engineering - IM,Intercompany,Cost centre recharge,,1238111
3,41201,Intercompany Research and Development_E,Journal,AnyMind Japan Inc,2025-03-31,JEAHS0010983,JOURNAL216580,,INTVEN0090 AnyMind Group Pte. Ltd.,- Split -,[AHS vs AJP] 2025.03 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=1795156232#gid=1795156232),[AHS vs AJP] 2025.03 ATH engineer cost recharge (D2C),Engineering - D2C,Intercompany,Cost centre recharge,,4168241
3,41201,Intercompany Research and Development_E,Journal,FourM Inc,2025-03-31,JEAHS0011001,JOURNAL216598,,INTVEN0101 AnyMind Group Pte. Ltd.,- Split -,[AHS vs FourM] 2025.03 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=1795156232#gid=1795156232),[AHS vs FourM] 2025.03 ATH engineer cost recharge (PG),Engineering - PG,Intercompany,Cost centre recharge,,3351582
3,41201,Intercompany Research and Development_E,Journal,FourM Inc,2025-03-31,JEAHS0011001,JOURNAL216598,,INTVEN0101 AnyMind Group Pte. Ltd.,- Split -,[AHS vs FourM] 2025.03 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=1795156232#gid=1795156232),[AHS vs FourM] 2025.03 ATH engineer cost recharge (Corporate),Engineering,Intercompany,Cost centre recharge,,392488
3,41201,Intercompany Research and Development_E,Journal,AnyMind Japan Inc,2025-03-31,JEAHS0010983,JOURNAL216580,,INTVEN0090 AnyMind Group Pte. Ltd.,- Split -,[AHS vs AJP] 2025.03 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=1795156232#gid=1795156232),[AHS vs AJP] 2025.03 ATH engineer cost recharge (PG),Engineering - PG,Intercompany,Cost centre recharge,,99535
3,41201,Intercompany Research and Development_E,Journal,AnyMind Japan Inc,2025-03-31,JEAHS0010983,JOURNAL216580,,INTVEN0090 AnyMind Group Pte. Ltd.,- Split -,[AHS vs AJP] 2025.03 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=1795156232#gid=1795156232),[AHS vs AJP] 2025.03 ATH engineer cost recharge (Corporate),Engineering,Intercompany,Cost centre recharge,,666791
3,41201,Intercompany Research and Development_E,Journal,AnyUp Inc.,2025-03-31,JEAHS0010991,JOURNAL216588,,INTVEN0441 AnyMind Group Pte Ltd,- Split -,[AHS vs AnyUp] 2025.03 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=1795156232#gid=1795156232),[AHS vs AnyUp] 2025.03 ATH engineer cost recharge (IM),Engineering - IM,Intercompany,Cost centre recharge,,14889
2,41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyUp Inc.,2025-02-28,JEAHS0010777,JOURNAL213574,,INTVEN0441 AnyMind Group Pte Ltd,- Split -,[AHS vs AnyUp] 2025.02 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=2105901051#gid=2105901051),[AHS vs AnyUp] 2025.02 ATH engineer cost recharge - markup (IM),Engineering - IM,Intercompany,Cost centre recharge - markup,,10666
2,41202,Intercompany Research and Development - Recharge Markup_E,Journal,FourM Inc,2025-02-28,JEAHS0010789,JOURNAL213587,,INTVEN0101 AnyMind Group Pte. Ltd.,- Split -,[AHS vs FourM] 2025.02 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=2105901051#gid=2105901051),[AHS vs FourM] 2025.02 ATH engineer cost recharge - markup (PG),Engineering - PG,Intercompany,Cost centre recharge - markup,,342779
2,41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyMind Japan Inc,2025-02-28,JEAHS0010769,JOURNAL213566,,INTVEN0090 AnyMind Group Pte. Ltd.,- Split -,[AHS vs AJP] 2025.02 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=2105901051#gid=2105901051),[AHS vs AJP] 2025.02 ATH engineer cost recharge - markup (Corporate),Engineering,Intercompany,Cost centre recharge - markup,,53509
2,41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyMind Japan Inc,2025-02-28,JEAHS0010769,JOURNAL213566,,INTVEN0090 AnyMind Group Pte. Ltd.,- Split -,[AHS vs AJP] 2025.02 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=2105901051#gid=2105901051),[AHS vs AJP] 2025.02 ATH engineer cost recharge - markup (D2C),Engineering - D2C,Intercompany,Cost centre recharge - markup,,369765
2,41202,Intercompany Research and Development - Recharge Markup_E,Journal,FourM Inc,2025-02-28,JEAHS0010789,JOURNAL213587,,INTVEN0101 AnyMind Group Pte. Ltd.,- Split -,[AHS vs FourM] 2025.02 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=2105901051#gid=2105901051),[AHS vs FourM] 2025.02 ATH engineer cost recharge - markup (Corporate),Engineering,Intercompany,Cost centre recharge - markup,,38336
2,41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyMind Japan Inc,2025-02-28,JEAHS0010769,JOURNAL213566,,INTVEN0090 AnyMind Group Pte. Ltd.,- Split -,[AHS vs AJP] 2025.02 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=2105901051#gid=2105901051),[AHS vs AJP] 2025.02 ATH engineer cost recharge - markup (PG),Engineering - PG,Intercompany,Cost centre recharge - markup,,6678
2,41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyUp Inc.,2025-02-28,JEAHS0010777,JOURNAL213574,,INTVEN0441 AnyMind Group Pte Ltd,- Split -,[AHS vs AnyUp] 2025.02 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=2105901051#gid=2105901051),[AHS vs AnyUp] 2025.02 ATH engineer cost recharge - markup (Corporate),Engineering,Intercompany,Cost centre recharge - markup,,3046
2,41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyMind Japan Inc,2025-02-28,JEAHS0010769,JOURNAL213566,,INTVEN0090 AnyMind Group Pte. Ltd.,- Split -,[AHS vs AJP] 2025.02 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=2105901051#gid=2105901051),[AHS vs AJP] 2025.02 ATH engineer cost recharge - markup (IM),Engineering - IM,Intercompany,Cost centre recharge - markup,,96888
3,41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyMind Japan Inc,2025-03-31,JEAHS0010983,JOURNAL216580,,INTVEN0090 AnyMind Group Pte. Ltd.,- Split -,[AHS vs AJP] 2025.03 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=1795156232#gid=1795156232),[AHS vs AJP] 2025.03 ATH engineer cost recharge - markup (PG),Engineering - PG,Intercompany,Cost centre recharge - markup,,9954
3,41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyMind Japan Inc,2025-03-31,JEAHS0010983,JOURNAL216580,,INTVEN0090 AnyMind Group Pte. Ltd.,- Split -,[AHS vs AJP] 2025.03 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=1795156232#gid=1795156232),[AHS vs AJP] 2025.03 ATH engineer cost recharge - markup (D2C),Engineering - D2C,Intercompany,Cost centre recharge - markup,,416824
3,41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyMind Japan Inc,2025-03-31,JEAHS0010983,JOURNAL216580,,INTVEN0090 AnyMind Group Pte. Ltd.,- Split -,[AHS vs AJP] 2025.03 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=1795156232#gid=1795156232),[AHS vs AJP] 2025.03 ATH engineer cost recharge - markup (Corporate),Engineering,Intercompany,Cost centre recharge - markup,,66680
3,41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyUp Inc.,2025-03-31,JEAHS0010991,JOURNAL216588,,INTVEN0441 AnyMind Group Pte Ltd,- Split -,[AHS vs AnyUp] 2025.03 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=1795156232#gid=1795156232),[AHS vs AnyUp] 2025.03 ATH engineer cost recharge - markup (IM),Engineering - IM,Intercompany,Cost centre recharge - markup,,1489
3,41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyMind Japan Inc,2025-03-31,JEAHS0010983,JOURNAL216580,,INTVEN0090 AnyMind Group Pte. Ltd.,- Split -,[AHS vs AJP] 2025.03 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=1795156232#gid=1795156232),[AHS vs AJP] 2025.03 ATH engineer cost recharge - markup (IM),Engineering - IM,Intercompany,Cost centre recharge - markup,,123812
3,41202,Intercompany Research and Development - Recharge Markup_E,Journal,AnyUp Inc.,2025-03-31,JEAHS0010991,JOURNAL216588,,INTVEN0441 AnyMind Group Pte Ltd,- Split -,[AHS vs AnyUp] 2025.03 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=1795156232#gid=1795156232),[AHS vs AnyUp] 2025.03 ATH engineer cost recharge - markup (Corporate),Engineering,Intercompany,Cost centre recharge - markup,,438
3,41202,Intercompany Research and Development - Recharge Markup_E,Journal,FourM Inc,2025-03-31,JEAHS0011001,JOURNAL216598,,INTVEN0101 AnyMind Group Pte. Ltd.,- Split -,[AHS vs FourM] 2025.03 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=1795156232#gid=1795156232),[AHS vs FourM] 2025.03 ATH engineer cost recharge - markup (PG),Engineering - PG,Intercompany,Cost centre recharge - markup,,335158
3,41202,Intercompany Research and Development - Recharge Markup_E,Journal,FourM Inc,2025-03-31,JEAHS0011001,JOURNAL216598,,INTVEN0101 AnyMind Group Pte. Ltd.,- Split -,[AHS vs FourM] 2025.03 Engineer and Cost Centre Recharge (https://docs.google.com/spreadsheets/d/1RgCQdCpl0eSdqOzrrQ4tUOzWaOi2o-pqj1A9LGNkbdI/edit?gid=1795156232#gid=1795156232),[AHS vs FourM] 2025.03 ATH engineer cost recharge - markup (Corporate),Engineering,Intercompany,Cost centre recharge - markup,,39250
2,41210,Research Expenses,Bill,AnyMind Japan Inc,2025-02-01,振替SGA_帝国データ2501,VENDBILL325792,VEN0011189 株式会社帝国データバンク,,80011 - Accounts Payable : Non-trade Creditors,AJP-販管費-20250227_引落,TDB_COSMOSNET,Finance,Not Applicable,Research and development,,71000
2,41210,Research Expenses,Journal,AnyMind Japan Inc,2025-02-01,JEAJP0020152,JOURNAL211425,,VEN0011189 株式会社帝国データバンク,- Split -,AJP_SGA Accrual 2025.01,AJP_SGA Accrual 2025.01,Finance,Not Applicable,Research and development,,-14000
2,41210,Research Expenses,Journal,AnyMind Japan Inc,2025-02-28,JEAJP0020538,JOURNAL214462,,VEN0011189 株式会社帝国データバンク,- Split -,AJP_SGA Accrual 2025.02,AJP_SGA Accrual 2025.02,Finance,Not Applicable,Research and development,,30866
3,41210,Research Expenses,Bill,AnyMind Japan Inc,2025-03-01,振替SGA_帝国データ2502,VENDBILL337784,VEN0011189 株式会社帝国データバンク,,80011 - Accounts Payable : Non-trade Creditors,AJP-販管費-20250227_引落,TDB_COSMOSNET,Finance,Not Applicable,Research and development,,47200
3,41210,Research Expenses,Journal,AnyMind Japan Inc,2025-03-01,JEAJP0020539,JOURNAL214463,,VEN0011189 株式会社帝国データバンク,- Split -,AJP_SGA Accrual 2025.02,AJP_SGA Accrual 2025.02,Finance,Not Applicable,Research and development,,-30866
3,41210,Research Expenses,Bill,AnyMind Japan Inc,2025-03-31,振替SGA_帝国データ2503,VENDBILL342820,VEN0011189 株式会社帝国データバンク,,80011 - Accounts Payable : Non-trade Creditors,AJP-販管費-20250427_引落,TDB_COSMOSNET,Finance,Not Applicable,Research and development,,155800
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-01,給与_202502,VENDBILL329587,VEN0000581 Payroll-Salary JPoffice,,80011 - Accounts Payable : Non-trade Creditors,給与_202502,,Engineering,Not Applicable,Transportation & Accommodation,,194620
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-01,給与_202502,VENDBILL329587,VEN0000581 Payroll-Salary JPoffice,,80011 - Accounts Payable : Non-trade Creditors,給与_202502,,Brand Commerce & Marketing,AnyTag,Transportation & Accommodation,,1631732
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-01,給与_202502,VENDBILL329587,VEN0000581 Payroll-Salary JPoffice,,80011 - Accounts Payable : Non-trade Creditors,給与_202502,,DX/AI,DX/AI,Transportation & Accommodation,,271076
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-01,給与_202502,VENDBILL329587,VEN0000581 Payroll-Salary JPoffice,,80011 - Accounts Payable : Non-trade Creditors,給与_202502,,Publisher Growth,AnyManager,Transportation & Accommodation,,776108
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-01,給与_202502,VENDBILL329587,VEN0000581 Payroll-Salary JPoffice,,80011 - Accounts Payable : Non-trade Creditors,給与_202502,,Creator Growth,AnyCreator,Transportation & Accommodation,,87966
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-01,給与_202502,VENDBILL329587,VEN0000581 Payroll-Salary JPoffice,,80011 - Accounts Payable : Non-trade Creditors,給与_202502,,Administration,Not Applicable,Transportation & Accommodation,,483696
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-01,給与_202502,VENDBILL329587,VEN0000581 Payroll-Salary JPoffice,,80011 - Accounts Payable : Non-trade Creditors,給与_202502,,D2C Solutions,AnyLogi,Transportation & Accommodation,,186058
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-01,給与_202502,VENDBILL329587,VEN0000581 Payroll-Salary JPoffice,,80011 - Accounts Payable : Non-trade Creditors,給与_202502,,D2C Solutions,Creator,Transportation & Accommodation,,376360
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,AJP_ExpenseClaim_202502,VENDBILL333815,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202502,日経BP訪問時の交通費,Publisher Growth,PG Web,Transportation & Accommodation,,162
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,AJP_ExpenseClaim_202502,VENDBILL333815,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202502,交通費申請,Publisher Growth,PG Web,Transportation & Accommodation,,450
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,UPSIDER_202502,VENDBILL333651,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_202502,,Administration,Not Applicable,Transportation & Accommodation,,51582
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,UPSIDER_202502,VENDBILL333651,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_202502,,Not Applicable,Not Applicable,Transportation & Accommodation,,10031
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,AJP_ExpenseClaim_202502,VENDBILL333815,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202502,All-hands 国内の空港までの交通費,Human Resource,Not Applicable,Transportation & Accommodation,,918
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,UPSIDER_202502,VENDBILL333651,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_202502,,D2C Solutions,AnyLogi,Transportation & Accommodation,,62682
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,UPSIDER_202502,VENDBILL333651,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_202502,,Human Resource,Not Applicable,Transportation & Accommodation,,25509
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,AJP_ExpenseClaim_202502,VENDBILL333815,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202502,BCM_cas1_P&Gワークショップ_交通費,Influencer Marketing,AnyTag,Transportation & Accommodation,,25718
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,AJP_ExpenseClaim_202502,VENDBILL333815,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202502,外部イベント｜移動費用,Human Resource,Not Applicable,Transportation & Accommodation,,5182
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,AJP_ExpenseClaim_202502,VENDBILL333815,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202502,TBSラジオ訪問時の交通費,Publisher Growth,PG Web,Transportation & Accommodation,,324
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,UPSIDER_202502,VENDBILL333651,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_202502,,D2C Solutions,D2C CR,Transportation & Accommodation,,3400
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,AJP_ExpenseClaim_202502,VENDBILL333815,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202502,2025年1月国内交通費,D2C Solutions,AnyLogi,Transportation & Accommodation,,13469
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,AJP_ExpenseClaim_202502,VENDBILL333815,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202502,Omyu Technology株式会社訪問時の交通費,Publisher Growth,PG Web,Transportation & Accommodation,,324
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,AJP_ExpenseClaim_202502,VENDBILL333815,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202502,【25卒内定者】フォローディナー交通費,Human Resource,Not Applicable,Transportation & Accommodation,,5272
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,UPSIDER_202502,VENDBILL333651,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_202502,,Publisher Growth,PG Web,Transportation & Accommodation,,2909
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,AJP_ExpenseClaim_202502,VENDBILL333815,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202502,Ag撮影稼働,Influencer Marketing,AnyTag,Transportation & Accommodation,,8036
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,AJP_ExpenseClaim_202502,VENDBILL333815,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202502,中国銀行手続きに伴う交通費往復代,Human Resource,Not Applicable,Transportation & Accommodation,,324
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,UPSIDER_202502,VENDBILL333651,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_202502,,DX/AI,DX/AI,Transportation & Accommodation,,103118
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,UPSIDER_202502,VENDBILL333651,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_202502,,Brand Commerce & Marketing,BD,Transportation & Accommodation,,448709
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,AJP_ExpenseClaim_202502,VENDBILL333815,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202502,2025.01 実費経費,D2C Solutions,Creator,Transportation & Accommodation,,5164
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,UPSIDER_202502,VENDBILL333651,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_202502,,Publisher Growth,PG App,Transportation & Accommodation,,26082
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,AJP_ExpenseClaim_202502,VENDBILL333815,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202502,交通費申請,Finance,Not Applicable,Transportation & Accommodation,,4636
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,UPSIDER_202502,VENDBILL333651,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_202502,,D2C Solutions,073 etrarium,Transportation & Accommodation,,2636
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,UPSIDER_202502,VENDBILL333651,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_202502,,Creator Growth,AnyCreator,Transportation & Accommodation,,5545
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,UPSIDER_202502,VENDBILL333651,VEN0029438 株式会社UPSIDER,,80011 - Accounts Payable : Non-trade Creditors,UPSIDER_202502,,Brand Commerce & Marketing,BC,Transportation & Accommodation,,39309
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,AJP_ExpenseClaim_202502,VENDBILL333815,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202502,AMATERAS_往訪移動費,D2C Solutions,Creator,Transportation & Accommodation,,2091
2,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-02-28,AJP_ExpenseClaim_202502,VENDBILL333815,VEN0000649 Expense Claims for AJP,,80011 - Accounts Payable : Non-trade Creditors,立替経費_202502,交通費,Publisher Growth,PG Web,Transportation & Accommodation,,675
2,41310,Travel - Transportation - Domestic,Journal,AnyMind Japan Inc,2025-02-28,JEAJP0020534,JOURNAL214351,,INTVEN0265 GROVE Inc.,- Split -,,Amortization Destination,Creator Growth,AnyCreator,Transportation & Accommodation,,17640
3,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-03-01,給与_202503,VENDBILL340470,VEN0000581 Payroll-Salary JPoffice,,80011 - Accounts Payable : Non-trade Creditors,給与_202503,,D2C Solutions,AnyLogi,Transportation & Accommodation,,165152
3,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-03-01,給与_202503,VENDBILL340470,VEN0000581 Payroll-Salary JPoffice,,80011 - Accounts Payable : Non-trade Creditors,給与_202503,,Administration,Not Applicable,Transportation & Accommodation,,524668
3,41310,Travel - Transportation - Domestic,Bill,AnyMind Japan Inc,2025-03-01,給与_202503,VENDBILL340470,VEN0000581 Payroll-Salary JPoffice,,80011 - Accounts Payable : Non-trade Creditors,給与_202503,,Creator Growth,AnyCreator,Transportation & Accommodation,,98592
