(千円）,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
管理部門コスト,0,0,9040.63105895102,11879.2407464097,13231.4809744484,13746.019577088,21360.2905661097,18686.7094269559,19962.9493834353,21269.4650066902,19474.4082038261,18413.5172534945,19913.5896099061,19887.5580048821,12828.90485,,206865.859812197
エンジニアコスト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
営業利益 ,-10801,45987,-42121.9791727622,-34746.3009816049,-1414.41317367057,-11717.9480224507,-40045.683905848,41319.3021305286,-32292.6492109949,-30985.5662396947,-5643.80002202207,-27551.9377646087,-21651.0423571472,16293.2668724233,35405.2077,,-190558.751847852
粗利率,0.61,0.683,0.539025022807927,0.537865303960098,0.537950670210092,0.721404214726499,0.645661105232261,0.639700844761682,0.521438687375737,0.461099393926483,0.630096320088241,0.464799415571317,0.457788201502475,0.647201735215997,0.661914482117989,,0.574962743116158
営業利益率,-0.154,0.297,-1.02290318104869,-0.800123623506199,-0.0141698798791549,-0.173608007337431,-0.893651923163296,0.237564192168887,-0.490852784152761,-0.425410266231376,-0.059333370569361,-0.328801048802948,-0.208784997427138,0.112894545281375,0.242054497158165,,-0.183897196788521
1人当たり粗利益,745,1878,389.777179949929,390.777283470958,883.113399524649,793.238520305284,482.316156882605,1852.20837549208,597.078198022259,600.864874944421,1030.45429519337,639.059495295603,725.870509300218,1428.49379749921,,,
1人当たり営業利益,-188,815,-739.676824637964,-581.316797593414,-23.2616324951307,-190.895140397402,-667.56810605127,687.850250715474,-562.055526280799,-554.357888529222,-97.0333020560031,-452.073357369435,-331.050192904245,249.179118242193,,,
人数(Intern &Part-time),57,56,56.9464633333333,59.7717133333333,60.8045533333333,61.3842133333333,59.9874133333333,60.0702,57.4545533333333,55.8945166666666,58.1635366666666,60.9457233333333,65.4010866666666,65.38777,,,
前月比_売上,0.831,2.212,0.265671729878932,1.05457444816231,2.2985747929235,0.676194588705838,0.663904337021003,3.8813667103759,0.378251290915487,1.10713110984614,1.30593369092529,0.880940056404464,1.23754376519534,1.39173225057295,,,
前月比_粗利,0.82,2.477,0.209550544599795,1.05230551849815,2.29893960676994,0.906792487268643,0.594198369317798,3.84553683555736,0.308323583200252,0.979017276827717,1.78456971266909,0.649837826878303,1.2188761766256,1.96757261233612,,,
前月比_人件費,0.985,1.224,0.962324503122415,0.926947117494442,0.913385669706087,1.18475065380169,0.918978293082279,1.00608624181214,0.977370599105627,1.0137041436065,0.923861007900145,1.13199344061746,1.10656846198861,1.17836034783679,,,
前月比_その他販管費,1.111,0.998,0.865772156988901,0.694012342393333,0.890595238246616,0.962813371603872,1.2885279759435,1.208906024038,0.803905189265424,0.766111376692405,1.4201256588613,0.89692468016535,0.851043192837721,1.12116374606158,,,
,,,,,,,,,,,,,,,,,0
LYFT,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,11月（見込み）,,"累計
（1月-10月）"
売上高,121943,182159,112709.983778902,95530.763293321,121856.652086306,132982.204974649,163815.773667804,162547.903,189298.271,182450.004332367,153069.222559855,144944.243575027,167756.883405353,213699.563783389,172082.548,,1459205.02226823
原価,44373,86605,45805.3798877697,47381.2115449473,62283.5809560949,56943.1095687243,68362.9357202491,71080.926,79214.345,77697.5587994874,62782.6669013798,59951.4701331676,67961.024528871,109313.822627142,76988.406,,631503.18451182
粗利,77569,95554,66904.6038911323,48149.5517483736,59573.0711302116,76039.0954059254,95452.8379475557,91466.9769999999,110083.926,104752.44553288,90286.5556584753,84992.7734418601,99795.8588764822,104385.741156247,95094.142,,827701.837756414
人件費,15939,16642,16024.997,14846.833,15410.437,15843.865,19346.5989999999,19141.263,19883.298,20316.8909999999,21629.709,21082.642,19612.186,21159.272,19347,,183526.534
その他販管費,48262,47911,59432.182,50020.035,54799.9599999999,57182.958,57834.892,69557.969,57159.154,68547.069,65766.443,62539.801,62567.0019999999,72506.647,57835,,602840.463
管理部門コスト,0,0,0,0,-2.79396772384643e-12,0,0,0,0,0,0,0,0,0,,,-2.79396772384643e-12
エンジニアコスト,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
営業利益 ,13368,31001,-8552.57510886766,-16717.3162516263,-10637.3258697883,3012.27240592541,18271.3469475557,2767.74499999996,33041.474,15888.4855328801,2890.40365847531,1370.33044186014,17616.6708764822,10719.8221562471,17912.142,,41334.8407564143
粗利率,0.636108673724609,0.52456370533435,0.593599623103273,0.504021428160618,0.488878285348084,0.571799026948159,0.582684046904546,0.562707825274128,0.58153688049269,0.574143288821487,0.589841342031839,0.58638253817831,0.594883839343534,0.488469603344883,,,
営業利益率,0.10962498872424,0.170186485433055,-0.0758812557869305,-0.174994061340187,-0.0872937643342962,0.0226516954392479,0.111535943935456,0.0170272574971328,0.17454715156907,0.0870840512776102,0.018882983856177,0.00945419016348048,0.105013103002842,0.0501630511848538,,,
1人当たり粗利益,2216.25714285714,2654.27777777777,2024.32912452526,1394.32905067577,1645.88606692772,2177.87536258042,2450.17097503182,2255.98346198725,2641.52712639789,2494.44378376213,2121.4486347391,1845.99515182777,2309.11080450666,2319.46304553428,,,
1人当たり営業利益,381.942857142857,861.138888888888,-258.774820799221,-484.105019726672,-293.888263712087,86.2760639539985,469.005688340393,68.264931801538,792.849174612202,378.348531810145,67.9153485299865,29.7628051143223,407.620571818228,238.195668016548,,,
"人数(正社員=1, Intern&Part Time=0.3)",35,36,33.0502599999999,34.5324166666666,36.1951366666666,34.9143466666666,38.9576233333333,40.54417,41.6743499999999,41.9943099999999,42.5589166666666,46.0417099999999,43.2183066666666,45.00427,,,
前月比_売上,0.963,1.49380448242211,0.618745073144352,0.847580312678593,1.27557498637536,1.09130033279154,1.231862366089,0.992260387144549,1.16456913627486,0.963822877877038,0.83896529967196,0.946919577633248,1.15738907091206,1.27386465130628,,,
前月比_粗利,1.144,1.2318580876381,0.700175857537437,0.719674715161948,1.23725079397491,1.27640046019657,1.25531264460725,0.95824261453865,1.20353738158417,0.951568946885852,0.861904036695122,0.94136688261052,1.17416875382644,1.04599271283837,,,
前月比_人件費,0.975,1.0441056528013,0.962924948924408,0.926479611821456,1.03796122715194,1.02812561382912,1.2210782533176,0.989386454952625,1.03876625069098,1.02180689541543,1.06461707157852,0.974707611646555,0.930252764335703,1.07888391431735,,,
前月比_その他販管費,0.919,0.992727197380962,1.24047049738055,0.841632148050697,1.09556020902424,1.04348539670466,1.0114008442865,1.20269903849738,0.821748461344522,1.19923169261742,0.959434793630636,0.950937866595582,1.00043493902387,1.15886401269474,,,
,,,,,,,,,,,,,,,,,
AnyReach,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,10月（見込み）,,"累計
（1月-5月）"
売上高,,,,20480,21189,17236.1141452457,18990.40764413,17659.4895989979,14230.4582631286,25156.0794186191,27921.2336168449,25401.7273275375,21857.16605944,39498.7447892788,,,77895.5217893758
原価,,,,2362,3550,1211.98979926221,39.3569785371332,1075.71376745841,718.690912281651,626.62543388877,937.938684798048,0,3760.75597786388,6480.7649343282,,,7123.98979926221
粗利,,,,18117,17639,16024.1243459835,18951.0506655929,16583.7758315395,13511.767350847,24529.4539847304,26983.2949320468,25401.7273275375,18096.4100815761,33017.9798549506,,,51780.1243459835
人件費,,,,4912,4212,4818.219,7302.256,7281.12399999999,9510.61,12287.295,14211.712,14146.9519999999,11092.3437127546,18185.8729999999,,,13942.219
その他販管費,,,,11711,17722,15944.5659999999,10941.606,13272.252,13267.658,13434.907,12951.073,11877.178,16242.7699999999,24697.896,,,45377.566
管理部門コスト,,,,0,0,0,1040.05885722579,1173.90900041087,1780.40564211376,3540.09708717527,2372.1671243936,2958.00728095915,3593.27269075498,1993.15785640895,,,0
エンジニアコスト,,,,0,0,0,0,0,0,0,0,0,0,0,,,0
営業利益 ,,,,1524,-4192,-4738.66065401645,-332.870191632842,-5143.50916887134,-11046.9062912667,-4732.84510244486,-2551.65719234674,-3580.40995342161,-12831.9763219334,-11858.9470014583,,,
粗利率,,,,0.885,0.833,0.929683118303291,0.997927533769961,0.939085795122897,0.949496291757252,0.975090497073841,0.966407691806561,1,0.827939451636291,0.835924787764717,,,
営業利益率,,,,0.074,-0.198,-0.274926274802115,-0.0175283331390589,-0.291260352686705,-0.776286053969844,-0.188139217709015,-0.0913876953777331,-0.140951436382838,-0.587083260795897,-0.300236047113,,,
1人当たり粗利益,,,,2013,1960,1780.45826066483,1590.71265562879,1162.76954486601,791.679450481509,1079.24212834088,1248.42554416688,1011.40476403769,705.519664962796,1365.54776021648,,,
1人当たり営業利益,,,,169,-466,-526.517850446273,-27.9404469892158,-360.636556840596,-647.258680163889,-208.234794979536,-118.056524486914,-142.558954255558,-500.276662313155,-490.458792073533,,,
"人数(正社員=1, Intern&Part Time=0.3)",,,,9,9,9,11.91356,14.2623066666666,17.06722,22.7284066666666,21.61386,25.1152933333333,25.64976,24.1792933333333,,,
前月比_売上,,,,1.262,1.035,0.81344632333974,1.10178010450042,0.929916299319487,0.805825003228641,1.76776312845798,1.10991991845037,0.909763790386849,0.860459833207683,1.80713019619574,,,
前月比_粗利,,,,1.44,0.974,0.908448571119878,1.18265748919647,0.875084770980461,0.814758200309843,1.8154141754959,1.10003650912262,0.941387157925218,0.712408642461024,1.82455966161852,,,
前月比_人件費,,,,1.166,0.858,1.14392663817663,1.51555087056026,0.997106099813536,1.30620080086536,1.29195656219737,1.15661844205742,0.99544319502112,0.78408011229236,1.6394977897312,,,
前月比_その他販管費,,,,0.883,1.513,0.89970466087349,0.686227897328782,1.21300766998921,0.999653864317826,1.01260576659422,0.963986799462028,0.917080615637021,1.36756138537285,1.52054704954881,,,
,,,,,,,,,,,,,,,,,
NADESIKO,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,12月（見込み）,,"累計
（1月-12月）"
売上高,,,,,,,,,,,0,12316.0586436579,23754.8935436574,5682.00169592019,,,41752.9538832355
原価,,,,,,,,,,,0,813.226042501117,809.822779897939,790.062235812362,,,2413.11105821142
粗利,,,,,,,,,,,0,11502.8326011568,22945.0707637594,4891.93946010783,,,39339.8428250241
人件費,,,,,,,,,,,0,2157.957,2121.05,2109.838,,,6388.84499999999
その他販管費,,,,,,,,,,,0,4968.529,573.819999999999,929.002,,,6471.351
管理部門コスト,,,,,,,,,,,0,0,0,0,,,0
エンジニアコスト,,,,,,,,,,,0,0,0,0,,,0
営業利益 ,,,,,,,,,,,0,4376.34660115685,20250.2007637594,1853.09946010783,,,26479.6468250241
粗利率,,,,,,,,,,,0,0.933970268733668,0.96590922293928,0.860953537486684,,,
営業利益率,,,,,,,,,,,0,0.355336616021263,0.852464387034321,0.326134971314492,,,
1人当たり粗利益,,,,,,,,,,,0,2300.56652023137,4589.01415275189,978.387892021566,,,
1人当たり営業利益,,,,,,,,,,,0,875.269320231371,4050.04015275189,370.619892021566,,,
"人数(正社員=1, Intern&Part Time=0.3)",,,,,,,,,,,0,5,5,5,,,
前月比_売上,,,,,,,,,,,0,0,1.9287739877635,0.239192892423518,,,
前月比_粗利,,,,,,,,,,,0,0,1.99473221591104,0.213202195385441,,,
前月比_人件費,,,,,,,,,,,0,0,0.982897249574481,0.99471393885104,,,
前月比_その他販管費,,,,,,,,,,,0,0,0.11549092296734,1.6189780767488,,,
