(千円),Unnamed: 1,Unnamed: 2,Done,PMとGROVEには韓国案件が含まれていないため、ピュアなJP業績になります,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
1人当たり粗利益,6656,6845,2925.9548294115048,1934.0495197231464,4518.4238207910175,3030.541795597267,3072.8905922153454,3018.949934993518,3451.708599572258,2706.019510154544,0,0,0,0,,,
1人当たり営業利益,2386,2223,284.1558705243169,-179.16400391597324,1551.6907399655151,629.4127503577859,279.33329903289535,287.1732969071148,324.3939420487744,-25.508874823896807,0,0,0,0,,,
"人数(正社員=1, Intern&Part Time=0.3)",5,7,7.57558333333333,6.90702966666666,7.2146915,8.53,8.73,7,24.49028,25.6423766666666,24.9457566666666,25.40219,24.9988533333333,21.84204,,,
前月比_売上,1.801,1.155,0.633622939332765,0.5380627656695363,2.464276491588003,0.8130918095159272,1.1956476808339473,0.6750763663416508,3.96843786309225,1.0587961171136606,0,0,0,0,,,
前月比_粗利,1.34,1.421,0.48329440606523555,0.6026639501694036,2.440314604351959,0.7929842819688971,1.0377483043417333,0.7877576138272945,4.000128327596036,0.8208453150536467,0,0,0,0,,,
前月比_人件費,0.973,1.236,1.1240905673593273,0.8556309291061742,0.8953112091509065,1.299843629658437,0.9948674713022709,0.7156425124609986,3.594338054370485,1.1392689182357536,0,0,0,0,,,
前月比_販管費(人件費以外),1.063,1.45,0.5891925085358506,0.6155263031859093,1.9600875338476489,0.8107506414344171,1.220055887463968,0.8249655345567752,4.00216044360116,0.8082465638830518,0,0,0,0,,,
,,,,,,,,,,,,,,,,,
PG,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,4月（見込み）,,"累計
（1月）"
売上高,560307,560479,491257.95919383556,474789.1517081336,613954.250578052,484077.8288239838,463324.78433922573,505277.81548575603,554864.1912770902,561776.5499863471,0,0,0,0,496414.775,,
原価,345007,349989,297068.2069227689,328305.47792420327,403057.9745119754,307094.14913713525,293862.48875059036,334963.194976375,362323.7897772472,373498.47061849514,0,0,0,0,310355.39400000003,,
粗利,215300,210490,194189.75227106665,146483.6737839303,210896.2760660766,176983.67968684854,169462.29558863537,170314.62050938106,192540.40149984305,188278.07936785195,0,0,0,0,186059.381,,
人件費,28123,28539,31676.215000000004,31938.04999999998,31278.670999999853,34725.347,34487.830999999984,35594.302,35484.04099999985,31633.811999999994,0,0,0,0,35484.040999999896,,
その他販管費,101031,82077,84028.43000000001,73589.508,76179.916,66077.04400000001,72108.421,65419.69899999999,71239.705,72268.206,0,0,0,0,71239.7049999999,,
管理部門コスト,27841,45149,16313.015773505518,19788.977156630503,18490.9599146524,20804.087046046636,29464.2830301153,27532.45777297724,29853.426901049774,30733.78654910882,0,0,0,0,29853.426901049766,,
エンジニアコスト,9019,8298,10048.951751083614,9882.973901337844,9886.225251841508,10449.690357301926,10843.936114589633,11990.559389792626,10596.081706286592,10241.520846600306,0,0,0,0,10596.08170628661,,
営業利益,49287,46428,52123.13974647751,11284.164725961979,75060.50389958284,44927.511283499975,22557.82444393047,29777.60234661121,45367.14689250683,43400.75397214285,0,0,0,0,38886.1263926638,,
粗利率,0.419,0.407,0.39529080117039944,0.3085236325575905,0.3435048716863071,0.3656099683739117,0.36575271022964023,0.3370712413836073,0.34700455449591533,0.3351476300896285,0,0,0,0,,,
営業利益率,0.096,0.09,0.10610136440743403,0.02376668608658244,0.12225748714812489,0.09281051229436936,0.04868685036156977,0.05893312833848462,0.08176261435809833,0.07725625780071742,0,0,0,0,,,
1人当たり粗利益,4033,3930,3532.8928212159512,2619.925921769961,3795.054262965678,3063.683400924534,2895.49756038303,2747.742296310601,3204.8983680560236,3251.106308378771,0,0,0,0,,,
1人当たり営業利益,923,867,948.2759212366688,201.8223253649257,1350.7051457618613,777.719566050681,385.4316113095876,480.4119411814951,755.1510950769031,749.4258784717622,0,0,0,0,,,
"人数(正社員=1, Intern&Part Time=0.3)",53,54,54.9662166666665,55.9113799999999,55.5713466666666,57.768266666666605,58.5261399999999,61.983476666666604,60.076913333333295,57.912003333333196,58.9298499999999,58.196753333333305,60.8817499999999,58.8555066666666,,,
前月比_売上,1.036,1.007,0.8764966380432372,0.9664762531018782,1.2931092641212392,0.7884591211286727,0.9571287027642323,1.090547781091318,1.098136855154948,1.0124577487931725,0,0,0,0,,,
前月比_粗利,1.109,0.965,0.9225604649677736,0.754332667253501,1.4397254698647006,0.8391977468174792,0.9575023860306139,1.0050295844145454,1.1304983736803604,0.9778627129745828,0,0,0,0,,,
前月比_人件費,1.002,1.015,1.1099272924769614,1.0082659812733301,0.9793544377317924,1.1101925334359688,0.9931601547422977,1.0320829396316638,0.9969022850904578,0.8914940663043458,0,0,0,0,,,
前月比_販管費(人件費以外),1.396,0.812,1.0237756009600743,0.8757691652694213,1.0352007788936433,0.8673814237337832,1.0912779482084578,0.9072407645703404,1.0889641207306688,1.0144371878013814,0,0,0,0,,,
,,,,,,,,,,,,,,,,,
PG Web,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,4月（見込み）,,"累計
（1月）"
売上高,439207,447883,381095.8981938356,375021.4777081336,495844.83457805205,389434.31982398377,367822.09133922576,402793.63548575604,456178.2132770903,481425.5499863471,0,0,0,0,399583.467,,381095.8981938356
原価,319510,320730,269636.0029227689,300704.20892420324,363401.16751197545,271100.69713713526,258031.25475059033,289380.371976375,327032.5617772472,357826.02261849516,0,0,0,0,275989.46,,269636.0029227689
粗利,119697,127153,111459.89527106669,74317.26878393034,132443.6670660766,118333.62268684851,109790.83658863543,113413.26350938104,129145.65149984311,123599.52736785193,0,0,0,0,123594.00699999998,,111459.89527106669
人件費,19317,20182,23739.5361,23982.002599999996,23520.172099999854,24405.380100000002,24413.271099999998,25962.503,26923.586499999852,23478.527499999997,0,0,0,0,26923.5864999999,,23739.5361
その他販管費,16549,22503,20872.513269011706,18707.48156553957,23844.389364120452,25703.746806951858,27886.578168887892,23818.574607797247,24904.267080782272,22612.76970530655,0,0,0,0,24904.2670807822,,20872.513269011706
管理部門コスト,18963,32004,12292.915635359432,14902.166626537077,13899.950279830688,14422.907203752504,20638.504691443755,19672.05179544015,21478.010567034817,22903.35822545899,0,0,0,0,21478.0105670348,,12292.915635359432
エンジニアコスト,5323,5248,6420.2686755439345,5790.642784677293,6584.883891956445,7079.137880688544,7231.500973916449,8191.047584391376,7288.575631374928,7051.6607095012605,0,0,0,0,7288.57563137494,,6420.2686755439345
営業利益,59545,47216,48134.66159115162,10934.975207176401,64594.27143016916,46722.4506954556,29620.98165438733,35769.086521752266,48551.211720651234,47553.21122758514,0,0,0,0,42999.56722080814,,48134.66159115162
粗利率,0.273,0.284,0.29247204128755855,0.19816803356998378,0.26710708235729,0.30386028314179614,0.29848896837297434,0.2815666721560988,0.28310350591293554,0.2567365345926429,0,0,0,0,,,
営業利益率,0.136,0.105,0.12630590310544104,0.02915826387865369,0.13027113912588562,0.11997517506051643,0.08053073034993223,0.08880251168471397,0.10643036056428327,0.09877583611616317,0,0,0,0,,,
1人当たり粗利益,3292,3349,2690.9283873672302,1765.0762084126136,3170.49071742878,2954.7087376811514,2678.143611589498,2560.844676802999,2987.943052951028,2863.947986733074,0,0,0,0,,,
1人当たり営業利益,1638,1244,1162.0944643536573,259.71170487823866,1546.284110860908,1166.6272880115444,722.5488506289296,807.6575171100558,1123.2918343615358,1101.8644363631918,0,0,0,0,,,
"人数(正社員=1, Intern&Part Time=0.3)",36,38,41.4206099999999,42.1042833333333,41.77387,40.0491666666666,40.9951266666666,44.2874433333333,43.22226,43.1570433333333,43.9843533333333,43.31716,43.8648166666666,41.8773366666666,,,
前月比_売上,1.05,1.02,0.8508827041746071,0.9840606510999171,1.3221771659807473,0.7853955363987604,0.9445035340117782,1.095077334858274,1.132535802674623,1.0553453364812957,0,0,0,0,,,
前月比_粗利,1.055,1.062,0.8765809321924508,0.6667624135407023,1.7821385154928482,0.8934638047118664,0.9278076179513219,1.0329938912326366,1.1387173554807437,0.9570552777613428,0,0,0,0,,,
前月比_人件費,1.039,1.045,1.1762727232187098,1.0102136157580601,0.9807426215523743,1.037636119167689,1.000323330346328,1.0634585956815923,1.0370181372728142,0.8720430875730515,0,0,0,0,,,
前月比_販管費(人件費以外),0.88,1.36,0.9275435839226639,0.8962735500239714,1.2745910923704136,1.077978824051131,1.0849226915566124,0.8541232439328401,1.0455817567114034,0.9079877609711313,0,0,0,0,,,
,,,,,,,,,,,,,,,,,
PG App,11月,12月,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,4月（見込み）,,"累計
（1月）"
売上高,121100,112596,110162.061,99767.674,118109.416,94643.509,95502.693,102484.18,98685.978,80351,0,0,0,0,96831.308,,110162.061
原価,25497,29259,27432.204,27601.269,39656.807,35993.452,35831.234,45582.823,35291.228,15672.448,0,0,0,0,34365.934,,27432.204
粗利,95603,83337,82729.857,72166.405,78452.609,58650.05700000001,59671.459,56901.356999999996,63394.75,64678.551999999996,0,0,0,0,62465.374,,82729.857
人件費,8806,8357,7936.678900000001,7956.047399999986,7758.4989,10319.966900000001,10074.559899999986,9631.799,8560.4545,8155.284499999999,0,0,0,0,8560.4545,,7936.678900000001
その他販管費,84482,59574,63155.916730988305,54882.02643446044,52335.52663587955,40373.29719304815,44221.8428311121,41601.12439220275,46335.43791921773,49655.43629469345,0,0,0,0,46335.4379192177,,63155.916730988305
管理部門コスト,8878,13145,4020.100138146087,4886.810530093426,4591.009634821714,6381.179842294133,8825.778338671547,7860.405977537089,8375.416334014957,7830.42832364983,0,0,0,0,8375.41633401497,,4020.100138146087
エンジニアコスト,3696,3050,3628.683075539679,4092.3311166605504,3301.341359885063,3370.5524766133817,3612.4351406731844,3799.5118054012496,3307.506074911664,3189.860137099045,0,0,0,0,3307.50607491167,,3628.683075539679
営業利益,-10258,-788,3988.478155325938,349.1895187855989,10466.232469413677,-1794.93941195566,-7063.157210456819,-5991.484175141093,-3184.0648281443573,-4152.457255442336,0,0,0,0,-4113.440828144339,,3988.478155325938
粗利率,0.789,0.74,0.750983199197771,0.7233445674998897,0.664236702347254,0.6196944472969615,0.6248144123014416,0.5552208838476339,0.6423886278960522,0.8049501810805092,0,0,0,0,,,
営業利益率,-0.085,-0.007,0.03620555134063748,0.0035000266597936215,0.08861471696222491,-0.018965266936115607,-0.07395767583702398,-0.05846252733974252,-0.0322646123864158,-0.0516789741937541,0,0,0,0,,,
1人当たり粗利益,5617,5345,6107.504745696175,5226.761769128896,5686.011355216428,3309.9907444509035,3403.76553627629,3215.486540298114,3761.2609850969025,4383.512527312879,0,0,0,0,,,
1人当たり営業利益,-603,-51,294.448100662844,25.290582605148266,758.5613458364533,-101.29969422575977,-402.89497681386166,-338.5778079347973,-188.91310103941802,-281.42788970233494,0,0,0,0,,,
"人数(正社員=1, Intern&Part Time=0.3)",17,16,13.5456066666666,13.8070966666666,13.7974766666666,17.7191,17.5310133333333,17.6960333333333,16.8546533333333,14.7549599999999,14.9454966666666,14.8795933333333,17.0169333333333,16.97817,,,
前月比_売上,1.254,0.93,0.9783834328040073,0.9056445848448678,1.183844538662894,0.8013206076643373,1.0090781080401403,1.0731025145018684,0.9629386506288093,0.8142088838598731,0,0,0,0,,,
前月比_粗利,1.295,0.872,0.9927146045573996,0.8723139095961449,1.0871070687253992,0.7475858068659006,1.0174151919409047,0.9535774380847634,1.1141166633337058,1.0202509198316894,0,0,0,0,,,
前月比_人件費,0.929,0.949,0.9497043077659448,1.0024403784308302,0.9751700197261285,1.3301499469182114,0.9762201756674224,0.9560515889135777,0.8887700521989712,0.9526695691215926,0,0,0,0,,,
