Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,YTD,YTD.1,YTD.2,YTD.3,YTD.4,YTD.5,YTD.6,YTD.7,YTD.8,YTD.9,YTD.10,YTD.11,YTD SUM
Group (Budget),Data Source,CoA,Department / Account,Items,2025-01-01 00:00:00,2025-02-01 00:00:00,2025-03-01 00:00:00,2025-04-01 00:00:00,2025-05-01 00:00:00,2025-06-01 00:00:00,2025-07-01 00:00:00,2025-08-01 00:00:00,2025-09-01 00:00:00,2025-10-01 00:00:00,2025-11-01 00:00:00,2025-12-01 00:00:00,YTD
AJP,MGM,FTE,DM,Full-time,0,0,0,0,0,0,0,0,0,0,0,0,0
AJP,MGM,FTE,DM,Non Full-time,0,0,0,0,0,0,0,0,0,0,0,0,0
AJP,MGM,FTE,IM,Full-time,58.70000000000003,66.70000000000005,73.70000000000007,94.7,90.99999999999905,90.00000000000007,89.99999999999977,88.99999999999937,86.00000000000006,91.99999999999945,93.99999999999967,89.99999999999974,1015.7999999999972
AJP,MGM,FTE,IM,Non Full-time,21.666739999999958,23.12029999999996,25.83904333333323,18.193659999999998,17.231239999999957,15.902299999999931,15.49482333333323,17.47140666666663,16.49612999999993,17.55155666666656,18.89208333333333,17.74395333333326,225.60323666666596
AJP,MGM,FTE,CG,Full-time,6.9999999999999964,7.000000000000001,6.999999999999994,6.999999999999995,7,5,5,5,3.9999999999999947,3.999999999999998,3.9999999999999942,3.9999999999999947,65.99999999999997
AJP,MGM,FTE,CG,Non Full-time,0.390333333333333,0.426799999999999,0.595366666666666,0.628436666666666,1.10901666666666,1.16052333333333,1.20029666666666,1.25814666666666,1.434786666666666,1.192933333333332,0.778166666666666,0.6268866666666659,10.801693333333303
AJP,MGM,FTE,PG,Full-time,47.999999999999936,48.999999999999915,48.99999999999994,54.99999999999993,57,60.999999999999936,58.99999999999997,54.99999999999997,54.999999999999915,53.99999999999997,55.00000000000001,52.99999999999994,649.9999999999995
AJP,MGM,FTE,PG,Non Full-time,6.96621666666666,6.91137999999999,6.57134666666666,3.768266666666666,2.52614,1.9834766666666628,2.07691333333333,2.91200333333333,3.92984999999999,4.19675333333333,5.88174999999999,5.85550666666666,53.57960333333327
AJP,MGM,FTE,POKKT,Full-time,0,0,0,0,0,0,0,0,0,0,0,0,0
AJP,MGM,FTE,POKKT,Non Full-time,0,0,0,0,0,0,0,0,0,0,0,0,0
AJP,MGM,FTE,D2C,Full-time,67.30000000000001,69.29999999999991,69.29999999999994,65.29999999999994,62.69999999999997,67.24999999999997,65.5,64.49999999999999,61.999999999999936,59.99999999999994,57.999999999999936,51.999999999999936,763.1499999999994
AJP,MGM,FTE,D2C,Non Full-time,5.16411999999999,5.63437999999999,6.245296666666659,3.60627666666666,4.45508333333333,4.12419333333333,4.6270500000000006,4.79904333333332,4.27934666666666,4.44018666666666,6.1251466666666605,4.77195666666666,58.272079999999924
AJP,MGM,FTE,Corporate,Full-time,32.999999999999936,31.999999999999936,34.99999999999997,36.999999999999936,41,39.9999999999999,39.99999999999997,38.999999999999964,37.999999999999936,35.999999999999936,36.99999999999997,37,444.99999999999943
AJP,MGM,FTE,Corporate,Non Full-time,3.98690666666666,4.031296666666663,3.863883333333326,4.433366666666663,4.415179999999999,4.051139999999996,4.45777333333333,4.403533333333333,3.83980666666666,4.071176666666666,5.26342333333333,5.060139999999993,51.877626666666615
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
