url,published,title,content,lang,source_type,extra_author_attributes.name,brand_mentions,brand_count,is_multi_brand,content_length,has_negative_kw,source_category
https://website.informer.com/mirakuya.net,24/02/28 15:12:08,mirakuya.net at WI. 無添加和風だしパック「味楽家の幸せだし」の通販 | 味楽家,"無添加和風だしパック「味楽家の幸せだし」の通販 | 味楽家  国産原料100％、天然和風だしパックの通販なら味楽家の「幸せだし」  無添加, 化学調味料, だしパック, うま味調味料, 幸せだし, 味の素 体に悪い, 化学調味料とは, グルタミン酸 過剰摂取  Feb 28, 2024  534  534  2014-06-20  2025-06-20   Whois Privacy Protection Service by onamae.com   XSERVER Inc.    GMO I...",ja,OTHER,,味の素,1,False,253,True,other
https://www.discogs.com/sell/item/3215280788,24/08/20 00:55:16,"Various - Cm Carnival Vol.1: Lp, Comp For Sale",A1 明治ガール   A2 カルビー・チーズビット   A3 ヤマザキ・ナビスコ・チップスター   A4 明治チョコレートのテーマ   A5 明乳・レディーボーデンComposed By –  Yuji Ohno  A6 日清・きつねどん兵衛   A7 ケンタッキー・フライドチキン   A8 味の素マヨネーズ   A9 明星めん吉   A10 パスコ   A11 パルコ・パートII   A12 パルコ・グルメ   A13 日本生命   A14 トーソー・カーテンレール   A15 丸井からおめで...,ja,OTHER,2024 discogs®,味の素,1,False,253,False,other
https://website.informer.com/kayanoya.com,24/04/12 11:41:53,kayanoya.com at WI. 久原本家 茅乃舎(かやのや),"久原本家 茅乃舎(かやのや)  福岡の里山に佇む「御料理 茅乃舎」の料理長が、上質な素材を厳選してつくった「茅乃舎だし」。食卓を豊かにする商品情報や、全国の店舗情報をお届けします。  だし, 出汁, 茅乃舎, 茅の舎, 茅乃舎だし, かやのやだし, かやのや, kayanoya, 久原本家, 茅野や  Apr 12, 2024",ja,OTHER,,,0,False,164,False,other
https://www.discogs.com/label/1191128-%E5%91%B3%E3%81%AE%E7%B4%A0,24/12/04 08:39:43,味の素 | Discogs,"AJI-NO-MOTO is a Japanese spice manufacturer, well known for a flavor enhancer (monosodium glutamate)",en,OTHER,,,0,False,101,False,other
