投稿日,アカウント名,PR/通常,sns,担当者,タイトル,URL,種別,更新日,動画尺,再生数,いいね,コメント,共有,保存,いいね率,コメント率,共有率,保存率,平均視聴時間,視聴維持率,1秒継続率,3秒継続率,6秒継続率,フル視聴率,新規フォロー,フォロー率,おすすめ率
2025-05-01 00:00:00,突撃ちゃん,通常,,,パック6選,https://www.tiktok.com/@totsugeki_cosme/video/7499412925971533064?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,まとめ,,56.0,32400.0,481.0,27.0,2.0,139.0,0.01484567901,0.0008333333333,6.172839506e-05,0.004290123457,12.1,0.2160714286,0.79,0.42,0.31,0.0996,12.0,,0.955
2025-05-01 00:00:00,モテコスメちゃん,通常,,,tfit買わないで,https://www.tiktok.com/@mote_cosme/video/7499400584051674386?is_from_webapp=1&sender_device=pc&web_id=7496047921080141330,単品,,17.0,301500.0,4115.0,32.0,40.0,747.0,0.01364842454,0.0001061359867,0.0001326699834,0.00247761194,8.0,0.4705882353,0.79,0.52,0.39,0.1962,35.0,,0.968
2025-05-01 00:00:00,ももそら,PR,,,アルティミューん,https://www.tiktok.com/@cosme_daisuki.kaigi/video/7499413461571489031?is_from_webapp=1&sender_device=pc&web_id=7496047921080141330,単品,,54.0,1400000.0,883.0,0.0,42.0,198.0,0.0006307142857,0,3e-05,0.0001414285714,9.7,0.1796296296,0.74,0.39,0.3,0.0639,9.0,,0.709
2025-05-01 00:00:00,新規,通常,,,パックまとめ,https://www.tiktok.com/@cosme_gachiko/video/7499420360908049682?is_from_webapp=1&sender_device=pc&web_id=7496047921080141330,まとめ,,43.0,222000.0,4660.0,16.0,26.0,1002.0,0.02099099099,7.207207207e-05,0.0001171171171,0.004513513514,,0,,,,,,,
2025-05-01 00:00:00,美容探偵,通常,,,チャコットミスト,https://www.tiktok.com/@tantei_cosme/video/7499394165768490258?is_from_webapp=1&sender_device=pc&web_id=7195012036576167425,単品,,17.0,17200.0,133.0,22.0,3.0,57.0,0.00773255814,0.001279069767,0.0001744186047,0.003313953488,6.2,0.3647058824,0.83,0.41,0.24,0.1215,1.0,,0.932
2025-05-02 00:00:00,肌コミちゃん,通常,,,毛穴撫子化粧下地,https://www.tiktok.com/@bihadanaritaina/video/7499768765589114113?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,単品,,17.0,11000.0,124.0,25.0,0.0,60.0,0.01127272727,0.002272727273,0,0.005454545455,5.7,0.3352941176,0.76,0.34,0.24,0.1292,1.0,,0.868
2025-05-04 00:00:00,肌コミちゃん,通常,,,バイユアパック,https://www.tiktok.com/@bihadanaritaina/video/7500559282711072021?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,単品,,19.0,41600.0,332.0,27.0,4.0,123.0,0.007980769231,0.0006490384615,9.615384615e-05,0.002956730769,4.0,0.2105263158,0.71,0.29,0.16,0.0635,0.0,,0.619
2025-05-02 00:00:00,韓国オンニ,通常,,,パウダー3選,https://www.tiktok.com/@choa_cosme/video/7499774525546974472?is_from_webapp=1&sender_device=pc&web_id=7332696059221394962,まとめ,,36.0,24000.0,388.0,21.0,1.0,117.0,0.01616666667,0.000875,4.166666667e-05,0.004875,8.9,0.2472222222,0.78,0.39,0.3,0.1231,6.0,,0.825
2025-05-02 00:00:00,コスメ怪獣ちゃん,通常,,,前髪グルー,https://www.tiktok.com/@cosme_kaiju/video/7499775560864894215?is_from_webapp=1&sender_device=pc&web_id=7332696059221394962,単品,,15.0,152400.0,1172.0,24.0,18.0,430.0,0.007690288714,0.000157480315,0.0001181102362,0.00282152231,7.0,0.4666666667,0.84,0.53,0.38,0.1393,11.0,,0.97
2025-05-02 00:00:00,ビビちゃん,PR,,,プロカリテ,https://www.tiktok.com/@bibichan_cosme/video/7499774863956036882?is_from_webapp=1&sender_device=pc&web_id=7496047921080141330,単品,,26.0,698200.0,506.0,26.0,17.0,189.0,0.0007247207104,3.723861358e-05,2.434832426e-05,0.0002706960756,1.4,0.05384615385,0.35,0.04,0.02,0.0048,6.0,,0.932
2025-05-02 00:00:00,モテコスメちゃん,PR,,,プロカリテ,https://www.tiktok.com/@mote_cosme/video/7499775487942888712?is_from_webapp=1&sender_device=pc&web_id=7496047921080141330,単品,,27.0,677200.0,312.0,20.0,20.0,93.0,0.0004607206143,2.953337271e-05,2.953337271e-05,0.0001373301831,1.2,0.04444444444,0.29,0.03,0.01,0.002,1.0,,0.934
2025-05-04 00:00:00,ビビちゃん,通常,,,毛穴撫子ピーリング,https://www.tiktok.com/@bibichan_cosme/video/7500544169958493447?is_from_webapp=1&sender_device=pc&web_id=7496047921080141330,単品,,16.0,534400.0,10500.0,47.0,313.0,4873.0,0.01964820359,8.79491018e-05,0.0005857035928,0.009118637725,6.0,0.375,0.8,0.35,0.24,0.1379,97.0,,0.984
2025-05-05 00:00:00,韓国オンニ,通常,,,VDL下地,https://www.tiktok.com/@choa_cosme/video/7500902499801468168?is_from_webapp=1&sender_device=pc&web_id=7332696059221394962,単品,,22.0,90700.0,1701.0,33.0,16.0,538.0,0.01875413451,0.0003638368247,0.0001764057332,0.005931642778,6.3,0.2863636364,0.76,0.34,0.24,0.1383,11.0,,0.974
2025-05-05 00:00:00,コスメ怪獣ちゃん,通常,,,シェーバー,https://www.tiktok.com/@cosme_kaiju/video/7500903409927736584?is_from_webapp=1&sender_device=pc&web_id=7332696059221394962,単品,,18.0,118200.0,798.0,20.0,34.0,456.0,0.006751269036,0.0001692047377,0.0002876480541,0.00385786802,6.1,0.3388888889,0.84,0.44,0.27,0.0912,4.0,,0.965
2025-05-05 00:00:00,成分オタクちゃん,通常,,,ソフィーナクリーム,https://www.tiktok.com/@seibun_otakuchan/video/7500911507329273108?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,単品,,20.0,64700.0,519.0,30.0,3.0,273.0,0.008021638331,0.0004636785162,4.636785162e-05,0.004219474498,7.9,0.395,0.81,0.43,0.3,0.1768,10.0,,0.979
2025-05-05 00:00:00,肌コミちゃん,通常,,,プリマビスタ,https://www.tiktok.com/@bihadanaritaina/video/7500899316702219540?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,単品,,14.0,18500.0,160.0,20.0,5.0,78.0,0.008648648649,0.001081081081,0.0002702702703,0.004216216216,5.4,0.3857142857,0.84,0.36,0.21,0.1149,1.0,,0.902
2025-05-06 00:00:00,韓国オンニ,通常,,,アヌアアゼライン酸,https://www.tiktok.com/@choa_cosme/video/7501260445941124370?is_from_webapp=1&sender_device=pc&web_id=7332696059221394962,単品,,21.0,99100.0,1703.0,44.0,14.0,337.0,0.01718466196,0.0004439959637,0.000141271443,0.003400605449,8.2,0.37,0.75,0.43,0.35,0.2043,10.0,,0.975
2025-05-06 00:00:00,コスメ怪獣ちゃん,通常,,,キャンメイクくま隠し,https://www.tiktok.com/@cosme_kaiju/video/7501261475584036114?is_from_webapp=1&sender_device=pc&web_id=7332696059221394962,単品,,24.0,106900.0,1185.0,27.0,25.0,689.0,0.01108512629,0.0002525724977,0.0002338634238,0.006445275959,8.2,0.33,0.77,0.42,0.32,0.0955,8.0,,0.969
