投稿日,アカウント名,PR/通常,sns,担当者,タイトル,URL,種別,更新日,動画尺,再生数,いいね,コメント,共有,保存,いいね率,コメント率,共有率,保存率,平均 視聴時間,視聴 維持率,1秒継続率,3秒継続率,6秒継続率,フル視聴率,新規 フォロー,フォロー率,おすすめ率
2025-09-01 00:00:00,成分オタクちゃん,PR,TikTok,Riho,毛穴の黒ずみ悩んでるけど肌が弱い、、、って人！このクレンジングオイル使ってみて😆‼️ #PR #マニョ #manyo #クレンジングオイル #成分オタク,https://www.tiktok.com/@seibun_otakuchan/video/7545033039298972949?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,単品,2025-12-12 15:29:59,25.0,722900.0,774.0,16.0,30.0,65.0,,,,,,,,,,,,,
2025-09-01 00:00:00,ビビちゃん,PR,TikTok,Maya,バズりまくり大人気のmanyoのこのクレンジング、まだ使ってないってガチ？？？？ 今メガ割で安く買えるから、このチャンス逃さないで！？？！？？😳😳 #PR #manyo #マニョ #スキンケア #クレンジング,https://www.tiktok.com/@bibichan_cosme/video/7545032023002402055?is_from_webapp=1&sender_device=pc&web_id=7545007418440123912,単品,2025-12-12 15:30:01,35.0,687100.0,472.0,16.0,84.0,36.0,,,,,,,,,,,,,
2025-09-01 00:00:00,肌コミちゃん,通常,TikTok,Riho,これは秘密にしたいんだけど🤫教えちゃいます💗コスパ最強の美白ケアができちゃうちふれのこれはほんとにすごすぎる、、ドラストあるから見つけたら試してみてねん🤍 #スキンケア #ちふれ #美白 #美白ケア #クリーム,https://www.tiktok.com/@bihadanaritaina/video/7545049654539422983?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,単品,2025-12-12 15:30:03,24.0,24200.0,232.0,18.0,5.0,98.0,,,,,,,,,,,,,
2025-09-01 00:00:00,美容探偵,通常,TikTok,Moeka,ついにメガ割！！！いまおすすめクッションファンデ集めてみたよ〜🤔#メガ割 #クッションファンデ #ベースメイク #韓国コスメ,https://www.tiktok.com/@tantei_cosme/video/7545065336207428884?is_from_webapp=1&sender_device=pc&web_id=7545398181158110727,単品,2025-12-12 15:30:05,62.0,24700.0,225.0,16.0,6.0,105.0,,,,,,,,,,,,,
2025-09-02 00:00:00,怪獣ちゃん,通常,TikTok,Hina,ババアは全員これ使え！！パウダー兼ハイライトって持ち運びにも良さそう✨ #セザンヌ #ハイライト #マットハイライト #おすすめ #コスメ怪獣ちゃん,https://www.tiktok.com/@cosme_kaiju/video/7545448515430829319?is_from_webapp=1&sender_device=pc&web_id=7332696059221394962,単品,2025-12-12 15:30:08,12.0,4100000.0,104600.0,1138.0,4580.0,52953.0,,,,,,,,,,,,,
2025-09-02 00:00:00,肌コミちゃん,通常,TikTok,Riho,白潤とキュレル！！人気プチプラ化粧水を比べてみた👀みんなはどっち派〜❔ #スキンケア #化粧水 #キュレル #白潤,https://www.tiktok.com/@bihadanaritaina/video/7545439333902191893?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,単品,2025-12-12 15:30:10,25.0,84900.0,765.0,22.0,5.0,130.0,,,,,,,,,,,,,
2025-09-02 00:00:00,コスメ俱楽部,通常,TikTok,Moeka,みんなのお気に入り美容液はー？#美容液 #アヌア #ナンバーズイン #スキンケア #韓国コスメ,https://www.tiktok.com/@cosme_katari.club/video/7545436421994188040?is_from_webapp=1&sender_device=pc&web_id=7545398181158110727,単品,2025-12-12 15:30:12,42.0,174700.0,3108.0,27.0,25.0,645.0,,,,,,,,,,,,,
2025-09-03 00:00:00,怪獣ちゃん,PR,TikTok,Hina,毛穴ケア、肌タイプ間違えてたら一生縮まんぞ！？😈 脂性肌はリードルショット、乾燥毛穴はSKIN1004で決まり！✨️ 早く正解選んで毛穴バクハツ止めろーーー！ @SKIN1004 JAPAN OFFICIAL  #PR #SKIN1004 #美容液 #レチノール #コスメ怪獣ちゃん,https://www.tiktok.com/@cosme_kaiju/video/7545805264625224968?is_from_webapp=1&sender_device=pc&web_id=7332696059221394962,単品,2025-12-12 15:30:17,37.0,13700.0,127.0,18.0,5.0,84.0,,,,,,,,,,,,,
2025-09-03 00:00:00,肌コミちゃん,PR,TikTok,Riho,毛穴ケアにレチノールとリードルショットって聞くけどどっちが良いの〜？ってことで比べてみたよ〜〜 @SKIN1004 JAPAN OFFICIAL  #PR #SKIN1004 #美容液 #レチノール,https://www.tiktok.com/@bihadanaritaina/video/7545791467831299349?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,単品,2025-12-12 15:30:19,28.0,6389.0,73.0,13.0,2.0,25.0,,,,,,,,,,,,,
2025-09-03 00:00:00,ももそら,PR,TikTok,Hina,💬楽天スーパーセールで買うべきスキンケアって何？ ーーーーーーーーーーーーー 韓国の国民的ブランド「センテリアン24」って知ってる？ マデカクリームライン本当に優秀なスキンケア多いけど頑張って2人で1つずつに絞ってみたよ〜🫧 知ってる子は安い今！知らないならこのチャンスに1回試してほしい！保存してチェックしてみてね！！✨ #PR #センテリアン24 #マデカクリーム #スキンケア #韓国,https://www.tiktok.com/@cosme_daisuki.kaigi/video/7545803766759738631?is_from_webapp=1&sender_device=pc&web_id=7332696059221394962,単品,2025-12-12 15:30:21,54.0,15000.0,85.0,12.0,4.0,31.0,,,,,,,,,,,,,
2025-09-03 00:00:00,韓国オンニ,PR,TikTok,Hina,毛穴気になるなら、自分の肌タイプで選ばなきゃダメ🙅‍♀️ 脂性肌さんはリードルショット！混合、乾燥肌さんはSKIN1004が神バランス✨ メガ割でお得に買えるからゲットしみてみてね！🇰🇷 @SKIN1004 JAPAN OFFICIAL  #PR #SKIN1004 #美容液 #レチノール #韓国オンニ,https://www.tiktok.com/@choa_cosme/video/7545804500771032328?is_from_webapp=1&sender_device=pc&web_id=7332696059221394962,単品,2025-12-12 15:30:25,35.0,9752.0,172.0,10.0,1.0,61.0,,,,,,,,,,,,,
2025-09-03 00:00:00,美容探偵,通常,TikTok,Moeka,ニトリの美容グッズめっちゃ優秀なの知ってた！？✨ #ニトリ #ヘアアイロン #プチプラ #ヘアアレンジ #新作,https://www.tiktok.com/@tantei_cosme/video/7545780689988226322?is_from_webapp=1&sender_device=pc&web_id=7545398181158110727,単品,2025-12-12 15:30:14,15.0,376300.0,4536.0,27.0,288.0,1720.0,,,,,,,,,,,,,
2025-09-03 00:00:00,モテコスメちゃん,通常,TikTok,Maya,みんなはメガ割何買ったーーー！？！？！💄🫧🫶 #メガ割　#コスメ #モテコスメ #韓国コスメ　#リップ,https://www.tiktok.com/@mote_cosme/video/7545812755350048007?is_from_webapp=1&sender_device=pc&web_id=7545007418440123912,単品,2025-12-12 15:30:23,68.0,42700.0,1032.0,13.0,11.0,221.0,,,,,,,,,,,,,
2025-09-03 00:00:00,突撃ちゃん,通常,TikTok,Riho,スタバタンブラー,https://www.tiktok.com/@totsugeki_cosme/video/7545825713601924372?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,単品,2025-12-12 15:30:27,,,,,,,,,,,,,,,,,,,
2025-09-04 00:00:00,突撃ちゃん,PR,TikTok,Riho,毛穴ケアにはリードルショットとレチノールどっちがいいですか？ってきてたんだけど私のおすすめはレチノールだよん✨頑張って肌に合うスキンケア探そ〜〜🤍 @SKIN1004 JAPAN OFFICIAL  #PR #SKIN1004 #美容液 #レチノール,https://www.tiktok.com/@totsugeki_cosme/video/7546160846968278292?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,単品,2025-12-12 15:30:35,28.0,5090.0,49.0,13.0,1.0,26.0,,,,,,,,,,,,,
2025-09-04 00:00:00,韓国オンニ,PR,TikTok,Hina,韓国で流行りのボリューム唇になれちゃう方法はこれ！🇰🇷💋韓国アイドルや有名メイクサロンでも高い評価のアイテムなんだって！👀 これはメガ割でお得にゲットするしかない！！💄✨ @Heart Percent  #PR #ハートパーセント #オーバーリップメイク#人中短縮メイク #リップペンシル,https://www.tiktok.com/@choa_cosme/video/7546172993097993479?is_from_webapp=1&sender_device=pc&web_id=7332696059221394962,単品,2025-12-12 15:30:37,34.0,4739.0,79.0,13.0,0.0,25.0,,,,,,,,,,,,,
2025-09-04 00:00:00,ももそら,通常,TikTok,Hina,今回のメガ割ランキング常駐してるこれ、実際どうなの？ってことで正直レビューしちゃうよ🍋スキンケアオタクからしたら結構衝撃的な商品だったかも…🫢‼️みんなはメガ割何買う？💬 #メガ割 #qoo10 #Anua #新作 #ももそら,https://www.tiktok.com/@cosme_daisuki.kaigi/video/7546159704171384071?is_from_webapp=1&sender_device=pc&web_id=7332696059221394962,単品,2025-12-12 15:30:30,45.0,90900.0,654.0,31.0,15.0,120.0,,,,,,,,,,,,,
2025-09-04 00:00:00,怪獣ちゃん,通常,TikTok,Hina,実は最後まで使えてなかったって人、正直に手挙げて✋🏻👀これ外すの結構痛くない？？ #マスカラリムーバー #ヒロインメイク #裏技 #おすすめ #コスメ怪獣ちゃん,https://www.tiktok.com/@cosme_kaiju/video/7546158160852159751?is_from_webapp=1&sender_device=pc&web_id=7332696059221394962,単品,2025-12-12 15:30:33,10.0,244900.0,3671.0,29.0,129.0,1320.0,,,,,,,,,,,,,
2025-09-04 00:00:00,肌コミちゃん,通常,TikTok,Riho,メガ割まとめ,https://www.tiktok.com/@bihadanaritaina/video/7546150849559481620?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,まとめ,2025-12-12 15:30:40,,,,,,,,,,,,,,,,,,,
2025-09-05 00:00:00,怪獣ちゃん,PR,TikTok,Hina,"流行りのリップチークにミニサイズが登場！✨しかもしかも、なんとセブン-イレブンで買えちゃうらしい、、、 数量限定で8月30日より順次発売！ チャームコスメとも呼ばれててかわいいからかばんにつけて持ち歩くのも良いかも！一緒に可愛さもアップしちゃお！😈💖 ※一部店舗を除く / 価額 1,100円(税込み1,210円) #PR #ブレイ #Braye #ミニコスメ #チャームコスメ",https://www.tiktok.com/@cosme_kaiju/video/7546536600319167752?is_from_webapp=1&sender_device=pc&web_id=7547609595666515474,単品,2025-12-12 15:30:44,28.0,134400.0,3539.0,32.0,56.0,860.0,,,,,,,,,,,,,
