投稿日,アカウント名,PR/通常,sns,担当者,タイトル,URL,種別,更新日,動画尺,再生数,いいね,コメント,共有,保存,いいね率,コメント率,共有率,保存率,平均視聴時間,視聴維持率,1秒継続率,3秒継続率,6秒継続率,フル視聴率,新規フォロー,フォロー率,おすすめ率
2024-06-03 00:00:00,モテコスメちゃん,通常,,,メガ割ファンデ,https://www.tiktok.com/@mote_cosme/video/7376227156088605953?is_from_webapp=1&sender_device=pc&web_id=7332696059221394962,短尺,,40.59,49000.0,836.0,10.0,7.0,172.0,0.01706122449,0.0002040816327,0.0001428571429,0.003510204082,10.4,0.256220744,71.0,38.0,30.0,20.32,27.0,0.0005510204082,62.0
2024-06-03 00:00:00,美容探偵,PR,,,サンテラアンプル,https://www.tiktok.com/@tantei_cosme/video/7376215289416944913?is_from_webapp=1&sender_device=pc&web_id=7332696059221394962,短尺,,46.0,97000.0,95.0,0.0,1.0,28.0,0.0009793814433,0,1.030927835e-05,0.0002886597938,1.7,0.04,28.0,5.0,2.0,"0,38",4.0,4.12371134e-05,98.0
2024-06-03 00:00:00,ビビちゃん,通常,,,ドンキ垢抜けコスメ,https://www.tiktok.com/@bibichan_cosme/video/7376229374657334536?is_from_webapp=1&sender_device=pc&web_id=7332696059221394962,長尺,,74.91,66000.0,1089.0,6.0,8.0,255.0,0.0165,9.090909091e-05,0.0001212121212,0.003863636364,11.3,0.1508476839,73.0,38.0,30.0,4.79,21.0,0.0003181818182,97.0
2024-06-03 00:00:00,韓国オンニ,PR,,,FEEV,https://www.tiktok.com/@choa_cosme/video/7376210930604002567?is_from_webapp=1&sender_device=pc&web_id=7332696059221394962,短尺,,45.0,77739.0,184.0,2.0,2.0,40.0,0.002366894352,2.572711252e-05,2.572711252e-05,0.0005145422504,2.6,0.06,39.0,10.0,6.0,"1,22",7.0,9.004489381e-05,96.0
6/4【火】,韓国オンニ,通常,,,anua　もも,https://www.tiktok.com/@choa_cosme/video/7376582613143686408?is_from_webapp=1&sender_device=pc&web_id=7195012036576167425,短尺,,25.0,20408.0,287.0,6.0,3.0,40.0,0.0140631125,0.000294002352,0.000147001176,0.00196001568,9.2,0.368,79.0,50.0,36.0,17.77,19.0,0.0009310074481,82.0
6/4【火】,おとるーむ。,通常,,,200円メイクツール,https://www.tiktok.com/@otoroom01/video/7376594325188185362?is_from_webapp=1&sender_device=pc&web_id=7195012036576167425,短尺,,33.0,15602.0,178.0,5.0,1.0,34.0,0.01140879374,0.0003204717344,6.409434688e-05,0.002179207794,10.2,0.3090909091,76.0,46.0,36.0,10.93,2.0,0.0001281886938,46.0
6/4【火】,肌コミちゃん,通常,,,Qテン　美容液,https://www.tiktok.com/@bihadanaritaina/video/7376580815309835537?is_from_webapp=1&sender_device=pc&web_id=7195012036576167425,長尺,,62.0,34370.0,520.0,7.0,6.0,147.0,0.01512947338,0.0002036659878,0.0001745708467,0.004276985743,10.9,0.1758064516,71.0,40.0,27.0,10.31,12.0,0.0003491416933,68.0
 6/5【水】,韓国オンニ,PR,,,fation,https://www.tiktok.com/@choa_cosme/video/7376945627739081991?is_from_webapp=1&sender_device=pc&web_id=7368342666571335188,短尺,,37.85,112798.0,257.0,0.0,2.0,29.0,0.002278409192,0,1.773081083e-05,0.000257096757,1.8,0.04755614267,24.0,5.0,3.0,1.08,14.0,,96.0
6/5【水】,ビビちゃん,PR,,,fation,https://www.tiktok.com/@bibichan_cosme/video/7376948294527798546?is_from_webapp=1&sender_device=pc&web_id=7368342666571335188,短尺,,49.02,155203.0,201.0,5.0,4.0,39.0,0.001295078059,3.221587212e-05,2.577269769e-05,0.0002512838025,1.9,0.03875968992,37.0,6.0,3.0,0.75,14.0,9.020444192e-05,98.0
6/5【水】,突撃ちゃん,通常,,,ロフト　コスメ,https://www.tiktok.com/@totsugeki_cosme/video/7376967495514590471?is_from_webapp=1&sender_device=pc&web_id=7368342666571335188,長尺,,61.6,13852.0,137.0,1.0,1.0,39.0,0.009890268553,7.219174126e-05,7.219174126e-05,0.002815477909,11.9,0.1931818182,78.0,44.0,31.0,8.16,2.0,0.0001443834825,98.0
2024-06-06 00:00:00,ビビちゃん,PR,,,メガ割ニキビケア,https://www.tiktok.com/@bibichan_cosme/video/7377313445353508114?is_from_webapp=1&sender_device=pc&web_id=7368342666571335188,短尺,,49.02,302239.0,473.0,5.0,11.0,82.0,0.00156498665,1.654319926e-05,3.639503836e-05,0.0002713084678,2.0,0.0407996736,35.0,7.0,3.0,0.88,36.0,0.0001191110346,98.0
2024-06-06 00:00:00,おとるーむ。,通常,,,香水,https://vt.tiktok.com/ZSYk4gV2J/,短尺,,15.9.,62400.0,438.0,10.0,19.0,175.0,0.007019230769,0.0001602564103,0.0003044871795,0.002804487179,7.5,,88.0,46.0,31.0,19.36,13.0,0.0002083333333,92.0
2024-06-06 00:00:00,韓国オンニ,PR,,,まつ毛美容液,https://vt.tiktok.com/ZSYk4Kbh3/,短尺,,33.2,78600.0,93.0,5.0,3.0,31.0,0.001183206107,6.361323155e-05,3.816793893e-05,0.0003944020356,2.1,0.06325301205,41.0,9.0,6.0,0.88,2.0,,98.0
2024-06-06 00:00:00,突撃ちゃん,通常,,,ウサギグリッター,https://vt.tiktok.com/ZSYk4EDgD/,短尺,,,,,,,,,,,,,,,,,,,,
