投稿日,アカウント名,PR/通常,sns,担当者,タイトル,URL,種別,更新日,動画尺,再生数,いいね,コメント,共有,保存,いいね率,コメント率,共有率,保存率,平均視聴時間,視聴維持率,1秒継続率,3秒継続率,6秒継続率,フル視聴率,新規フォロー,フォロー率,おすすめ率
2024-12-02 00:00:00,モテコスメちゃん,通常,,,Dintoティントまとめ,https://www.tiktok.com/@mote_cosme/photo/7443738472428473608?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,-,9890.0,445.0,2.0,1.0,169.0,0.04499494439,0.0002022244692,0.0001011122346,0.01708796764,-,,100.0,22.8,,1.8/5,5.0,,100.0
2024-12-02 00:00:00,美容探偵,通常,,,リップマスク,https://www.tiktok.com/@tantei_cosme/video/7443739668446776594?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,32.04,15238.0,298.0,24.0,0.0,51.0,0.01955637223,0.001575009844,0,0.003346895918,10.9,0.3401997503,77.0,46.0,37.0,22.93,3.0,,100.0
2024-12-02 00:00:00,コスメ怪獣ちゃん,通常,,,KATEバーチャルリップ,https://www.tiktok.com/@cosme_kaiju/video/7443733331075763463?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,21.0,39400.0,686.0,14.0,17.0,168.0,0.01741116751,0.0003553299492,0.0004314720812,0.004263959391,6.8,0.3238095238,77.0,44.0,33.0,10.42,3.0,,100.0
2024-12-03 00:00:00,ももそら,通常,,,anuaアゼライン酸,https://www.tiktok.com/@cosme_daisuki.kaigi/video/7444135401322876168?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,47.37,11201.0,119.0,6.0,3.0,12.0,0.01062405142,0.0005356664584,0.0002678332292,0.001071332917,8.1,0.1709943002,74.0,35.0,23.0,8.85,7.0,,91.3
2024-12-04 00:00:00,ももそら,PR,,,乾燥しないファンデ,https://www.tiktok.com/@cosme_daisuki.kaigi/video/7444487998554508552?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,長尺,,62.0,549200.0,2385.0,30.0,16.0,634.0,0.004342680262,5.462490896e-05,2.913328478e-05,0.001154406409,8.2,0.1322580645,74.0,37.0,27.0,4.96,10.0,,92.6
2024-12-05 00:00:00,ももそら,通常,,,TIRTIRクリオ,https://www.tiktok.com/@cosme_daisuki.kaigi/video/7444849166515211538?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,長尺,,75.0,113800.0,2443.0,27.0,5.0,308.0,0.02146748682,0.000237258348,4.393673111e-05,0.002706502636,13.4,0.1786666667,80.0,44.0,34.0,3.42,22.0,,95.7
2024-12-03 00:00:00,コスメ怪獣ちゃん,通常,,,ハトムギ裏技,https://www.tiktok.com/@cosme_kaiju/video/7444104545333955847?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,28.21,2633.0,75.0,7.0,1.0,18.0,0.02848461831,0.002658564375,0.0003797949107,0.006836308393,6.4,0.2268699043,73.0,33.0,23.0,9.27,0.0,,
2024-12-03 00:00:00,モテコスメちゃん,通常,,,キャンメイクまとめ,https://www.tiktok.com/@mote_cosme/video/7444107554126433554?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,33.0,70900.0,2464.0,17.0,26.0,506.0,0.03475317348,0.00023977433,0.0003667136812,0.007136812412,10.3,0.3121212121,74.0,49.0,39.0,15.47,23.0,,93.8
2024-12-04 00:00:00,モテコスメちゃん,通常,,,コンシーラー,https://www.tiktok.com/@mote_cosme/video/7444483851994320146?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,26.0,24015.0,460.0,11.0,5.0,188.0,0.01915469498,0.0004580470539,0.0002082032063,0.007828440558,6.8,0.2615384615,79.0,41.0,27.0,7.9,4.0,,90.2
2024-12-05 00:00:00,モテコスメちゃん,通常,,,キャンメイクアイシャドウベース,https://www.tiktok.com/@mote_cosme/video/7444846311746063624?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,18.0,69600.0,2449.0,26.0,27.0,595.0,0.03518678161,0.0003735632184,0.0003879310345,0.008548850575,7.9,0.4388888889,76.0,49.0,38.0,20.1,11.0,,93.1
2024-12-03 00:00:00,韓国オンニ,通常,,,ロフトスキンケア,https://www.tiktok.com/@choa_cosme/video/7444130804453674247?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,42.0,133000.0,2667.0,16.0,41.0,948.0,0.02005263158,0.0001203007519,0.0003082706767,0.007127819549,10.3,0.2452380952,74.0,45.0,31.0,11.36,19.0,,96.9
