投稿日,アカウント名,PR/通常,sns,担当者,タイトル,URL,種別,更新日,動画尺,再生数,いいね,コメント,共有,保存,いいね率,コメント率,共有率,保存率,平均視聴時間,視聴維持率,1秒継続率,3秒継続率,6秒継続率,フル視聴率,新規フォロー,フォロー率,おすすめ率
2024-09-01 00:00:00,韓国オンニ,PR,,,アリウル,https://vt.tiktok.com/ZS2AmWhdL/,短尺,,47.34,3974.0,46.0,1.0,0.0,7.0,0.01157523905,0.0002516356316,0,0.001761449421,6.4,0.1351922264,74.0,39.0,21.0,2.46,1.0,,49.0
2024-09-01 00:00:00,美容探偵,PR,,,ムーンショット,https://www.tiktok.com/@tantei_cosme/video/7409613112103406865?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,45.84,107474.0,458.0,5.0,4.0,80.0,0.004261495804,4.652287995e-05,3.721830396e-05,0.0007443660792,4.3,0.09380453752,64.0,23.0,13.0,1.37,8.0,,99.0
2024-09-01 00:00:00,肌コミちゃん,PR,,,TIRTTIR,https://www.tiktok.com/@bihadanaritaina/video/7409617055177067777?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,長尺,,67.34,990.0,32.0,3.0,2.0,7.0,0.03232323232,0.00303030303,0.00202020202,0.007070707071,4.5,0.06682506683,65.0,24.0,13.0,1.33,0.0,,46.0
2024-09-02 00:00:00,モテコスメちゃん,通常,,,メガ割スキンケア,https://www.tiktok.com/@mote_cosme/video/7409982400471584008?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,57.54,22855.0,303.0,5.0,2.0,64.0,0.01325749289,0.0002187705097,8.750820389e-05,0.002800262525,12.6,0.2189781022,73.0,45.0,34.0,12.33,7.0,,68.0
2024-09-02 00:00:00,ビビちゃん,通常,,,メガ割ファンデ,https://www.tiktok.com/@bibichan_cosme/video/7410019458485472520?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,長尺,,68.3,7058.0,180.0,10.0,1.0,35.0,0.02550297535,0.001416831964,0.0001416831964,0.004958911873,11.6,0.1698389458,70.0,37.0,28.0,11.3,1.0,,78.0
2024-09-02 00:00:00,肌コミちゃん,通常,,,メガ割スキンケア,https://www.tiktok.com/@bihadanaritaina/video/7409980165834525968?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,長尺,,62.48,11730.0,348.0,6.0,0.0,60.0,0.02966751918,0.0005115089514,0,0.005115089514,14.7,0.2352752881,75.0,47.0,38.0,15.35,10.0,,43.0
2024-09-02 00:00:00,成分オタクちゃん,通常,,,メガ割スキンケア_成分オタク,https://www.tiktok.com/@seibun_otakuchan/video/7410020922922601735?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,長尺,,64.8,20585.0,646.0,10.0,8.0,197.0,0.03138207433,0.0004857906242,0.0003886324994,0.009570075298,16.4,0.2530864198,79.0,47.0,37.0,13.68,17.0,,92.0
2024-09-03 00:00:00,美容探偵,通常,,,メガ割ファンデ,https://www.tiktok.com/@tantei_cosme/video/7410344061707635986?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,長尺,,62.25,2791.0,58.0,4.0,0.0,12.0,0.02078108205,0.001433178072,0,0.004299534217,7.8,0.1253012048,63.0,30.0,20.0,7.76,1.0,,92.0
2024-09-03 00:00:00,肌コミちゃん,通常,,,トリデン,https://www.tiktok.com/@bihadanaritaina/video/7410347267728624914?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,24.6,6093.0,116.0,1.0,0.0,13.0,0.0190382406,0.0001641227638,0,0.00213359593,7.1,0.2886178862,75.0,44.0,31.0,7.1,2.0,,79.0
2024-09-03 00:00:00,韓国オンニ,通常,,,メガ割美容液,https://www.tiktok.com/@choa_cosme/video/7410346458660080904?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,長尺,,70.08,25000.0,602.0,13.0,4.0,185.0,0.02408,0.00052,0.00016,0.0074,15.1,0.2154680365,72.0,45.0,35.0,12.56,20.0,,84.0
2024-09-03 00:00:00,成分オタクちゃん,通常,,,アヌア化粧水,https://www.tiktok.com/@seibun_otakuchan/video/7410352709280288018?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,28.68,10042.0,82.0,3.0,1.0,12.0,0.008165704043,0.0002987452699,9.958175662e-05,0.001194981079,15.1,0.5264993026,73.0,43.0,32.0,11.48,2.0,,
2024-09-04 00:00:00,モテコスメちゃん,通常,,,ヘアミルク対決,https://www.tiktok.com/@mote_cosme/video/7410726353659530503?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,28.0,113758.0,3164.0,58.0,9.0,593.0,0.02781342851,0.000509854252,7.911531497e-05,0.005212820197,9.8,0.35,81.0,43.0,34.0,15.13,35.0,,89.0
2024-09-04 00:00:00,美容探偵,通常,,,メガ割パック,https://www.tiktok.com/@tantei_cosme/video/7410735794891066632?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,44.51,5329.0,75.0,11.0,1.0,14.0,0.01407393507,0.002064177144,0.0001876524676,0.002627134547,5.7,0.1280611099,59.0,27.0,17.0,4.66,1.0,,31.0
2024-09-04 00:00:00,肌コミちゃん,PR,,,【PR】obsero,https://www.tiktok.com/@bihadanaritaina/video/7410727789260852498?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,42.82,2895.0,42.0,1.0,2.0,4.0,0.01450777202,0.0003454231434,0.0006908462867,0.001381692573,9.1,0.2125175152,65.0,38.0,30.0,5.22,1.0,,
2024-09-04 00:00:00,美忘録ちゃん,通常,,,メガ割スキンケア,https://www.tiktok.com/@otoroom01/video/7410727495109987591?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,55.5,1991.0,37.0,9.0,0.0,9.0,0.01858362632,0.004520341537,0,0.004520341537,8.4,0.1513513514,63.0,31.0,18.0,5.07,1.0,,49.0
2024-09-04 00:00:00,成分オタクちゃん,通常,,,ルルルン,https://www.tiktok.com/@seibun_otakuchan/video/7410736192863456519?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,24.52,4612.0,43.0,13.0,0.0,10.0,0.009323503903,0.002818733738,0,0.002168256722,6.2,0.2528548124,77.0,34.0,24.0,8.47,0.0,,89.0
2024-09-04 00:00:00,韓国オンニ,通常,,,メガ割コスメ,https://www.tiktok.com/@choa_cosme/video/7410736916586384658?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,長尺,,61.18,17848.0,420.0,15.0,2.0,97.0,0.02353204841,0.0008404303003,0.0001120573734,0.005434782609,11.5,0.1879699248,69.0,39.0,29.0,10.9,6.0,,80.0
2024-09-05 00:00:00,突撃ちゃん,通常,,,足草,https://www.tiktok.com/@totsugeki_cosme/video/7411103915866869009?is_from_webapp=1&sender_device=pc&web_id=7389067158141175304,短尺,,12.97,2335.0,72.0,8.0,0.0,27.0,0.03083511777,0.003426124197,0,0.01156316916,5.1,0.3932151118,77.0,32.0,20.0,13.27,1.0,,40.0
2024-09-05 00:00:00,美忘録ちゃん,通常,,,dasique/デイジーク,https://www.tiktok.com/@otoroom01/video/7411117923470691591?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,19.16,2061.0,43.0,2.0,1.0,4.0,0.02086365842,0.0009704027171,0.0004852013586,0.001940805434,5.9,0.3079331942,70.0,30.0,19.0,8.73,0.0,,43.0
2024-09-05 00:00:00,成分オタクちゃん,通常,,,anuaパック,https://www.tiktok.com/@seibun_otakuchan/video/7411100412725447937?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,26.45,3614.0,64.0,1.0,1.0,9.0,0.0177089098,0.0002767017156,0.0002767017156,0.00249031544,6.5,0.2457466919,67.0,32.0,20.0,8.9,1.0,,
2024-09-05 00:00:00,ビビちゃん,PR,,,【PR】heme,https://www.tiktok.com/@bibichan_cosme/video/7411094225980345618?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,39.15,2415.0,58.0,1.0,2.0,5.0,0.02401656315,0.0004140786749,0.0008281573499,0.002070393375,7.1,0.1813537676,65.0,33.0,22.0,1.72,0.0,,43.0
2024-09-06 00:00:00,突撃ちゃん,通常,,,無印ファンデ,https://www.tiktok.com/@totsugeki_cosme/video/7411451488117001473?is_from_webapp=1&sender_device=pc&web_id=7389067158141175304,長尺,,19.67,185000.0,1617.0,18.0,53.0,561.0,0.008740540541,9.72972973e-05,0.0002864864865,0.003032432432,8.2,0.4168784952,86.0,48.0,30.0,16.58,46.0,,99.0
2024-09-05 00:00:00,モテコスメちゃん,PR,,,【PR】heme_確定,https://www.tiktok.com/@mote_cosme/video/7411094717095628050?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,27.54,2959.0,110.0,3.0,0.0,11.0,0.03717472119,0.001013856032,0,0.003717472119,5.1,0.1851851852,69.0,28.0,18.0,4.37,2.0,,45.0
2024-09-06 00:00:00,モテコスメちゃん,PR,,,【PR】ファイントュデイ,https://www.tiktok.com/@mote_cosme/video/7411460507397377298?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,27.54,2322.0,92.0,3.0,0.0,10.0,0.03962101637,0.001291989664,0,0.004306632214,5.2,0.1888162672,70.0,27.0,18.0,4.37,2.0,,45.0
2024-09-06 00:00:00,肌コミちゃん,通常,,,セザンヌオールインワン,https://www.tiktok.com/@bihadanaritaina/video/7411468102778490130?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,23.78,19900.0,405.0,22.0,8.0,110.0,0.02035175879,0.001105527638,0.0004020100503,0.005527638191,9.6,0.4037005887,82.0,51.0,41.0,14.87,4.0,,90.0
2024-09-06 00:00:00,美忘録ちゃん,通常,,,スクラブ_音源無し,https://www.tiktok.com/@otoroom01/video/7411471028557270290?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,18.95,76238.0,2703.0,35.0,22.0,478.0,0.03545476009,0.0004590886435,0.0002885700045,0.006269839188,9.3,0.4907651715,79.0,50.0,40.0,27.6,17.0,,95.0
2024-09-06 00:00:00,成分オタクちゃん,通常,,,ちふれ美容液,https://www.tiktok.com/@seibun_otakuchan/video/7411472671650663687?is_from_webapp=1&sender_device=pc&web_id=7409943419302872596,短尺,,24.94,43565.0,789.0,2.0,21.0,389.0,0.01811086882,4.590841272e-05,0.0004820383335,0.008929186273,9.2,0.3688853248,88.0,49.0,34.0,13.74,20.0,,96.0
