,,,,,,,,,,,,,,,,,,,,,,
,1月売上,,10013672,進捗率,目標,,,1月営業利益,,8971441,,,,,,,請求書支払日：Greed、NEL、CCPR、リアレーション、PPP 2ヶ月後,,,,,
2401.0,1/26【金】,肌コミちゃん,カルテHD,株式会社Leading Communication,〒150-0043 東京都渋谷区道玄坂1-16-10 渋谷DTビル6F,,1月発生2月払い,二次利用費,100000.0,リピート,True,True,True,True,,,,肌コミちゃん,,,,
2401.0,1/26【金】,肌コミちゃん,カルテHD,株式会社Leading Communication,〒150-0043 東京都渋谷区道玄坂1-16-10 渋谷DTビル6F,,1月発生2月払い,YTS転載,100000.0,リピート,True,True,True,True,,,,肌コミちゃん,,,,
2401.0,投稿日,アカウント名,案件名,取引先,取引先住所,件名,発行月支払月,摘要,単価,経路,投稿済み,金額チェック,請求書依頼,請求書送付,備考,,,,,,,
2401.0,1/12【金】,おとるーむ。,CosDeBAHA,株式会社YON,〒107-0061 東京都港区北青山1-3-1,,1月発生3月払い,投稿制作費,150000.0,新規,True,True,True,True,初回割引,,,おとるーむ。,34846.0,,,
2401.0,1/13【土】,おとるーむ。,ちょこざっぷ,株式会社ＮＥＫＫＹＯ,〒160‐0001 東京都渋谷区神宮前６丁目２３番４号桑野ビル２階,,1月発生3月払い,投稿制作費,200000.0,リピート,True,True,True,True,,,,おとるーむ。,,,,
2401.0,1/22【月】,おとるーむ。,ダーマレーザー4種,株式会社OMOT,〒113-0033 東京都文京区本郷1-33-13春日町ビル６F,,1月発生2月払い,投稿制作費,150000.0,クロスセル,True,True,True,True,セット割,,,,,,,
2401.0,1/22【月】,おとるーむ。,ダーマレーザー4種,株式会社OMOT,〒113-0033 東京都文京区本郷1-33-13春日町ビル６F,,1月発生2月払い,二次利用費,50000.0,クロスセル,True,True,True,True,セット割,,,,,,,
2401.0,1/26【金】,おとるーむ。,ラウン CBDスポーツバーム,studio15株式会社,〒150-0042 渋谷区宇田川町10-2 いちご渋谷宇田川町ビル 6F,,1月発生2月払い,投稿制作費,200000.0,リピート,True,True,True,True,二次利用込み,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,その他、売上,,,,,,,,,,,,,,,,,,,,,
