,,,,,,,1.010625325,,,,
,売上,14991800,進捗率,目標,▲支出,3458025,,3メディア売上,①Tik+Insta+Yts,②RC経由,請求（①-②）
,TikTok売上,14341800,0.9668076069,14834182,▲投稿制作費（外注費、コスメ代）,835175,,モテコスメちゃん,2620000,0,2620000
,モテコスメちゃん,2320000,0.9781501494,2371824.0,▲販管費,2622850.0,,ビビちゃん,2174600,0,2174600
,ビビちゃん,2124600,0.8196531578,2592072.0,,,,美容探偵,880000,0,880000
,美容探偵,880000,0.550902792,1597378.0,粗利,,,合計,5674600,0,5674600
,突撃ちゃん,582200,0.5863749899,992880.0,14156625,,,,,,
,肌コミちゃん,1980000,1.678876679,1179360.0,営業利益,,,制作原価,835175,3メディア分,278391.6667
,コスメ怪獣ちゃん,1455000,1.356947009,1072260.0,11533775,,,,,,
,韓国オンニ,1430000,1.49963086,953568.0,,,,,,,
,成分オタクちゃん,640000,0.2673350042,2394000.0,目標,,,売上報告,True,担当：吉谷,
,コスメ女子会ズ,2930000,3.573868072,819840.0,,,,制作原価請求,True,担当：吉谷,
,新規,0.0,0,756000.0,10798815.0,,,,,,
,新規,0.0,0,105000.0,,,,吉谷,40,0.8333333333,
,Instagram売上,550000,,,,,,上原,6,0.125,
,YouTube売上,100000,,,1.068059319,,,五十嵐,2,0.04166666667,
,,,,,,,,,,,
Month,アカウント名,案件名,取引先,発行月支払月,摘要,単価,ステータス,備考,受注,ディレ,
2504.0,モテコスメちゃん,＆be HAIR / Wonjungyo Hair / UNOVE,ミツバチ,4月発生5月払い,投稿制作費,340000.0,請求書送付済,リールあり,NADESIKO,吉谷,
2504.0,モテコスメちゃん,ロレアル,CCPR,4月発生5月払い,投稿制作費,550000.0,請求書送付済,TikTok第三者配信とIGへの転載＋IG第三者配信,NADESIKO,上原,
2504.0,モテコスメちゃん,LAVOIR(ラヴア),株式会社WON&CO,4月発生5月払い,投稿制作費,250000.0,請求書送付済,,NADESIKO,吉谷,
2504.0,モテコスメちゃん,ラビオーム,BitStar,4月発生5月払い,投稿制作費,250000.0,請求書送付済,,NADESIKO,上原,
2504.0,モテコスメちゃん,カラミー カラミンノーセバムローション,NEL,4月発生5月払い,投稿制作費,600000.0,請求書送付済,店頭二次利用あり,NADESIKO,吉谷,
